"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Expression"	"10L1brain"	"10L2brain"	"10L3brain"	"10L4brain"	"10L5brain"	"22L1brain"	"22L2brain"	"22L3brain"	"22L4brain"	"22L5brain"
"17049"	"TRINITY_DN19294_c0_g1"	-0.586874865051676	1.27407977814156	-3.24764431713135	0.00722816552665932	0.038873830781451	-2.59009661892608	"Unchanged"	95	62	87	76	90	67	46	48	46	54
"17050"	"TRINITY_DN19296_c0_g1"	1.19987072481111	-0.953688025614768	3.41590672296963	0.00531655587831751	0.0316063357973123	-1.96966821889616	"Up-regulated"	10	5	15	12	13	19	11	20	28	21
"17051"	"TRINITY_DN19298_c0_g1"	-0.199673529524931	1.19345446889552	-0.627942084316915	0.542138568736272	0.699491973791636	-6.33625466759482	"Unchanged"	63.26	120.88	62.41	31.12	92.05	42.55	55.03	74.68	72.73	41.2
"17052"	"TRINITY_DN19299_c0_g1"	3.21732705135013	0.73744560633428	8.02955432115564	4.33998937259759e-06	0.000378902667680506	4.51865861509039	"Up-regulated"	17	14	10	27	17	246	109	84	157	125
"17053"	"TRINITY_DN193_c0_g1"	-0.044249147514253	5.67037136440891	-0.533126481071141	0.603953577208593	0.747041116547713	-7.22518578862723	"Unchanged"	1407.16	1346.75	1608.91	1279.09	1459.62	1293.18	1088.64	1643.32	1498.44	1284.83
"17054"	"TRINITY_DN193_c0_g2"	0.376324073341308	7.71601187179458	4.82558516502707	0.000449520752129386	0.00611636402095452	-0.637072889918587	"Unchanged"	4595.01	5125.34	5638.36	4884.58	4802.61	6939	5601.5	7224.01	7135.68	6338.96
"17055"	"TRINITY_DN193_c0_g3"	0.492684771139208	3.73942743183802	2.29366311583372	0.0412385125694926	0.126139013449965	-4.75979104651102	"Unchanged"	361.81	404.27	371.73	206.77	226.66	546.85	517	361.72	420.31	343
"17056"	"TRINITY_DN193_c1_g1"	-0.255066339475755	4.02851233256993	-1.87389444705845	0.0861980921822125	0.207773119073021	-5.49778387729731	"Unchanged"	638.24	438.17	535.7	330.92	536.72	409.93	328.88	383.78	582.11	358.96
"17057"	"TRINITY_DN19301_c1_g1"	1.31226799896734	-1.1281382223154	1.52900061778841	0.152914203255073	0.306329653760329	-4.8337823747715	"Unchanged"	2.27	22.76	1.16	17.05	30.82	46.03	26.21	6.21	18.52	9.65
"17058"	"TRINITY_DN19302_c0_g1"	0.500885372715661	1.23623760971707	2.22270310471802	0.0468167625277861	0.137794356027382	-4.36749824347871	"Unchanged"	65	32	69.3	56	62.83	56.75	70	80.76	109.37	63
"17059"	"TRINITY_DN19303_c0_g1"	0.190845316840442	2.03234042342702	1.15535094586976	0.271061254058192	0.44888846271706	-6.05924774009935	"Unchanged"	133.88	102.04	75.83	112.28	107.7	121.02	117.15	106.28	139.93	101.9
"17060"	"TRINITY_DN19303_c0_g2"	0.335556029472368	4.60701791226389	2.67123131101675	0.0207955415959093	0.0794290011338408	-4.24380429377119	"Unchanged"	603.39	522.13	648.12	699.54	511.11	766.82	699.06	742.82	1001.52	538.01
"17061"	"TRINITY_DN19303_c3_g1"	-0.996638391892335	-0.448146102067915	-2.0588778449677	0.0625516294113547	0.167722241819719	-4.27275373397513	"Unchanged"	46	32.01	13.68	54.07	21	28.01	8.9	8.02	12.75	10.01
"17062"	"TRINITY_DN19305_c0_g1"	-0.210628356695815	3.32838285803711	-1.79743198150746	0.0981764129445408	0.227120777927709	-5.48439615451547	"Unchanged"	329.37	317.38	334.34	219.41	273.56	238.5	252.7	264.38	296.98	222.61
"17063"	"TRINITY_DN19307_c0_g1"	0.19048083721682	6.44658614179195	1.50187290135783	0.159703589828392	0.315675326320314	-6.33314903237447	"Unchanged"	2315.81	2358.34	2342.36	2456.95	1783.82	2408.9	2677.51	2751.06	2951.05	1869.38
"17064"	"TRINITY_DN19308_c0_g1"	0.082099065021135	1.64143029481022	0.47428542019083	0.644049835263189	0.776155230764876	-6.52747424681381	"Unchanged"	94	62	111	75	82	74	83	86	93	93
"17065"	"TRINITY_DN19309_c1_g1"	0.0352342313384798	-0.804099351029855	0.111443413703654	0.913159058003245	0.950886112684596	-6.06488519422214	"Unchanged"	21.78	26	12.48	8.84	19.76	14.87	8.05	14.91	24.31	10.35
"17066"	"TRINITY_DN19309_c3_g1"	-0.658726823291689	-0.84604830490105	-2.10289749751708	0.0578939664549356	0.159289297795633	-4.13085069957655	"Unchanged"	25.09	14.51	26.64	14.7	22.83	7.21	11.13	6.28	19.12	10.61
"17067"	"TRINITY_DN1931_c0_g1"	-0.0088225280291232	1.74605869203875	-0.0601412024439238	0.95306109957956	0.973793441422273	-6.6683005724397	"Unchanged"	98.73	80.94	94.54	106.09	85.16	107.87	63.41	88.01	110.09	80
"17068"	"TRINITY_DN1931_c1_g1"	-0.17949351228404	3.32250535394809	-1.45347447412666	0.172457338712438	0.332616825995824	-5.97278981251534	"Unchanged"	291.04	329.5	333.03	231.69	264.05	226.64	242.18	296.65	297.19	221.97
"17069"	"TRINITY_DN1931_c2_g1"	-0.471343352329111	-1.15324915945246	-0.526702155040988	0.608269290665643	0.749957497191318	-5.796500494713	"Unchanged"	12.16	11.01	40.05	11.01	15.49	21.91	16.51	33.23	13.04	0
"17070"	"TRINITY_DN19310_c0_g1"	0.898763082799545	-0.957545791968491	1.30878656538304	0.215801117172036	0.386347999213463	-5.17095802601453	"Unchanged"	11.26	38.5	11.5	8.75	4	12.07	40.28	22.08	7.17	20.06
"17071"	"TRINITY_DN19311_c0_g1"	1.37239524069271	0.235829287340645	4.98525811591126	0.000345095594610277	0.00518940958983898	0.495975638708231	"Up-regulated"	17.25	19.29	28.8	23.55	18.25	70.92	46.68	57.48	41.91	36.48
"17072"	"TRINITY_DN19312_c0_g1"	-0.774984795326276	-1.45547241015924	-0.51797720652526	0.614155327925747	0.754205649933605	-5.68756762476045	"Unchanged"	124.06	28.81	8.9	0	25.7	0	3.37	26.76	19.08	15.13
"17073"	"TRINITY_DN19315_c0_g1"	1.12773402002024	0.772960018701195	4.21310004888775	0.00127894577670552	0.0122319570495498	-0.81410400530209	"Up-regulated"	21	40	59	22	35	61	63	59	89	64
"17074"	"TRINITY_DN19317_c0_g3"	0.464778535432704	-0.230781386523782	1.93373535138995	0.0777716015258336	0.193916424628352	-4.53417508338686	"Unchanged"	28.56	17.21	19	16.47	24.96	34.96	17.5	31.55	23.64	21.61
"17075"	"TRINITY_DN19317_c1_g1"	0.113828395591457	-0.33335454679426	0.280438495610555	0.784051886969836	0.871830680414963	-6.15480165998715	"Unchanged"	21	23	20	36	15.06	27	24	7	30	24
"17076"	"TRINITY_DN19317_c2_g1"	-0.954476686282265	-1.60217057228793	-2.4960631699752	0.0286168297301208	0.0985779063685413	-3.36541502787897	"Unchanged"	16	10.15	11	12.99	20	4	2	6	11	4
"17077"	"TRINITY_DN19319_c0_g1"	-0.301542134302406	-0.959617006045475	-0.752995311521718	0.466376379117216	0.634832445815831	-5.73084190272736	"Unchanged"	14.2	19.48	11.85	13.06	27.96	26.66	11.45	6.71	12.36	5.03
"17078"	"TRINITY_DN1932_c0_g2"	0.168964501999662	6.99753249915949	1.26393210444868	0.230924959990431	0.40393116252901	-6.68467248093163	"Unchanged"	3334	3427	2855	3220	3715.06	3504	3934	4379	3086	3480
"17079"	"TRINITY_DN1932_c1_g1"	-0.100788661460214	5.29215872485101	-0.981794262406832	0.346123583944667	0.525651114285641	-6.83572000194062	"Unchanged"	1131.98	1166.51	1087.13	974.86	1197.14	951.28	725.17	1155.66	1371.54	982.31
"17080"	"TRINITY_DN1932_c2_g1"	-0.281736757858845	2.41495579390217	-1.45220119020374	0.172804213705967	0.332952450946264	-5.78184326723115	"Unchanged"	218.96	118	138	180.62	156.99	118.8	104.19	151.09	127.97	157.29
"17081"	"TRINITY_DN19320_c0_g1"	0.81394110309375	1.69277913549558	4.8385906269313	0.000439887210290138	0.00603123399417466	0.116746047067747	"Unchanged"	75	69	62	81	54	104	109	129	128	104
"17082"	"TRINITY_DN19322_c0_g1"	-0.118790583129475	0.970170405460727	-0.534530715576084	0.603012323396079	0.746437034179248	-6.34110290525707	"Unchanged"	66.24	55.46	66.48	51.82	48.88	59.98	30.41	41.99	95.13	34.19
"17083"	"TRINITY_DN19326_c0_g1"	-1.63372692186092	2.11033753482957	-11.4011092808394	1.12234165083012e-07	5.76523639073249e-05	8.15340950077555	"Down-regulated"	241.78	185.11	214.77	178.63	211.54	93.8	50.53	53.89	76.68	55.05
"17084"	"TRINITY_DN1933_c0_g1"	-0.234953711830601	4.24967632060361	-1.75147333153482	0.10608142760296	0.239190284043323	-5.72183341186524	"Unchanged"	675.53	589.32	606.1	367.79	623.14	448.87	495.65	452.55	601.27	400.69
"17085"	"TRINITY_DN19332_c0_g1"	-0.0276029531186322	0.46976945150362	-0.0813151680150907	0.936569633292804	0.964469628036993	-6.37243858861116	"Unchanged"	27.92	19.82	66.68	49.11	52.64	40.35	34.74	33.31	33.45	34.42
"17086"	"TRINITY_DN19333_c0_g1"	0.260208649557117	2.7480551042442	2.5613490218895	0.0254131141983207	0.0908773632058422	-4.1055693253392	"Unchanged"	186	155	154	147.01	191	209	177	208	228	179
"17087"	"TRINITY_DN19334_c1_g1"	-0.874062167878317	-1.56554343234129	-2.32443386001338	0.039022460975993	0.121459825962158	-3.63340832566088	"Unchanged"	17.12	17.83	13.72	9.24	10.31	5.21	5.07	6.4	4.25	5.16
"17088"	"TRINITY_DN19334_c1_g2"	-0.440705443533089	-0.809251449481007	-1.63854218731015	0.127974930198917	0.271530502377582	-4.82154128981679	"Unchanged"	21.01	20	15.67	20.23	20	19	7	9	15	10
"17089"	"TRINITY_DN19334_c1_g5"	-0.0776109782634942	-0.186910065145419	-0.265540713466837	0.795226921995893	0.87913978312784	-6.19193501776945	"Unchanged"	20.82	27.56	17.9	26.47	42.49	25.94	21.87	15.8	29.59	15.74
"17090"	"TRINITY_DN19334_c1_g6"	-1.00081273102528	1.63526035323829	-2.48347732078353	0.0292781601202752	0.100142649170034	-3.99916641584031	"Unchanged"	132.13	126.21	105.25	135.17	100.89	125.89	119.74	19.43	51.74	41.39
"17091"	"TRINITY_DN19335_c0_g1"	0.915742149595742	-1.58723070696245	0.961477701992216	0.355816797935012	0.534944758043098	-5.3204226444091	"Unchanged"	1.1	16.55	11.01	3.33	24.59	14.47	11.93	15.16	2.75	23.94
"17092"	"TRINITY_DN19338_c0_g1"	-1.42395372231286	-1.21364023083527	-3.32458722439229	0.00627986904982323	0.0353073079100263	-2.09816924083186	"Down-regulated"	14.02	20	22	18.02	29	12.09	6	2	6	6
"17093"	"TRINITY_DN1934_c0_g1"	0.0579573966814182	3.21713608208683	0.496507382339384	0.628759158275114	0.765057591054824	-6.86546282576377	"Unchanged"	230	267	284	224	233	236	259	273	326	206
"17094"	"TRINITY_DN19340_c0_g1"	0.978020282810703	3.57090203363457	5.13860971145453	0.000268610107567193	0.00442300886899653	0.331098393995854	"Unchanged"	190	224	224	265	244	540	536	438	370	406
"17095"	"TRINITY_DN19341_c0_g1"	-1.86903940717442	-0.124514642091965	-5.4976498471128	0.000151344418459228	0.00309000535451045	1.25393334370595	"Down-regulated"	58.13	56.34	46.42	41.11	47.17	4.22	5.1	15.44	27.14	13.5
"17096"	"TRINITY_DN19343_c0_g1"	0.81803596308379	-1.18637592255008	2.07859338410391	0.0604237441233694	0.164022088156211	-4.08277587793278	"Unchanged"	8	14	8	12	9	8	15.57	11	19	20
"17097"	"TRINITY_DN19346_c0_g1"	0.0917284104793888	-0.708066864933359	0.207085658571055	0.839513336987907	0.907882493398174	-6.07764669661482	"Unchanged"	20.11	7.12	36.27	11.43	24.08	10.39	22.99	15.31	25.17	9.04
"17098"	"TRINITY_DN19348_c0_g1"	-1.43711640394829	1.88425883125427	-3.89669117599789	0.00223480689954456	0.0175909380713644	-1.52162637076661	"Down-regulated"	171.27	143.06	166.54	144.08	188.93	129.11	126.95	24.03	43.39	42.4
"17099"	"TRINITY_DN19349_c0_g1"	-0.315040486745649	3.72537943319353	-2.43271729498181	0.032099247021295	0.106508550579292	-4.51929041481209	"Unchanged"	387.69	429	345.71	434.28	403.44	376.51	332	311	352	248
"17100"	"TRINITY_DN1935_c0_g1"	-0.109407249182923	8.1981005580505	-1.20671907828542	0.251439567762864	0.427196555200335	-6.84642321347956	"Unchanged"	8195.47	7921.95	8202.9	7201.39	9666.27	7305.22	7558.3	8920.41	7720.85	7017.24
"17101"	"TRINITY_DN1935_c1_g1"	-0.315970520722424	5.03307943603034	-1.49821995926883	0.160637274950368	0.316830040317129	-6.1952225593243	"Unchanged"	948.63	1026.85	1081.87	854.79	1066.63	673.11	858.83	1406.61	669.77	569.71
"17102"	"TRINITY_DN19350_c0_g1"	-0.17412769720551	-0.0873614980275351	-0.0978950941235189	0.923677347862464	0.956767468352802	-6.24623215730042	"Unchanged"	120.52	148.95	24.32	52.78	0	102	88.61	59.02	0	26.46
"17103"	"TRINITY_DN19352_c0_g1"	0.284568820838277	0.736919537897627	0.678228894420005	0.510855172538727	0.673826842796438	-6.19781121214026	"Unchanged"	21	78	61	32	43	31	76	71	54	27
"17104"	"TRINITY_DN19353_c0_g1"	0.117815423767184	2.04622669835601	0.622929544724232	0.54531538881387	0.701951278292593	-6.53433986010862	"Unchanged"	138.7	102.28	84.15	139.93	89.2	117.6	120.87	113.28	129.88	94.94
"17105"	"TRINITY_DN19355_c0_g1"	-0.266371887979202	2.27117653177986	-0.603444742206013	0.557763117572091	0.711875674109808	-6.59597950551644	"Unchanged"	177	109	242	117	118	408	54	134	146	47
"17106"	"TRINITY_DN19358_c0_g1"	-0.231403056528111	-0.76049553865556	-0.482360920272387	0.63847290381929	0.772043729609802	-5.96027306846012	"Unchanged"	29.45	23.78	12.57	8.13	30.27	12.47	3.14	8.39	35.58	20.79
"17107"	"TRINITY_DN19359_c0_g1"	1.11834856362874	-1.8126831075438	1.8559367804923	0.0888851342920892	0.212286577600577	-4.24651900798754	"Unchanged"	4	3	11	10	8	17	2	9	13	15
"17108"	"TRINITY_DN1936_c0_g1"	-0.285853257366935	5.19696559694841	-2.47322883552987	0.0298276243119494	0.10136546791323	-4.66882194806644	"Unchanged"	1119.59	989.31	1439.1	927.41	1122.03	936.68	675.59	878.94	1335.38	751.72
"17109"	"TRINITY_DN1936_c1_g1"	-0.501252593710002	5.02975598422597	-3.47172069560481	0.00480324111025053	0.029496792054605	-2.83740415564823	"Unchanged"	1142.76	977.94	1395.72	706.1	1205.96	671.65	595.45	687.52	1077.5	739.54
"17110"	"TRINITY_DN1936_c2_g1"	-1.2173889247684	5.19930093323149	-6.04134967550103	6.57160859143759e-05	0.00186456110014023	1.58270092157494	"Down-regulated"	1955.83	1614.06	1134.03	1536.31	1599.72	678.61	352.08	684.17	1083.8	621.55
"17111"	"TRINITY_DN19360_c0_g1"	0.183901408483682	0.609925152530964	0.682014960380228	0.508543720401339	0.671695822433299	-6.16675741131628	"Unchanged"	28.2	29.23	50.8	45.46	54.87	42.93	36.7	40.62	38.31	54.59
"17112"	"TRINITY_DN19361_c0_g1"	0.227506207245687	1.41897082962417	0.970852231294721	0.351320243960228	0.530718433699626	-6.11222256997945	"Unchanged"	73.61	53.57	68.21	41.53	125.96	83.17	68.08	62.28	99.29	75.55
"17113"	"TRINITY_DN19363_c0_g1"	-0.174341386811153	1.15336161229955	-0.765184915277875	0.459361295676608	0.628350985417257	-6.22979073529295	"Unchanged"	68	63	72	75	52	41	64	77	57	42
"17114"	"TRINITY_DN19364_c0_g1"	-0.523013752197257	0.569217482030591	-2.54064999092401	0.0263889774634688	0.0932546164617793	-3.70116706839673	"Unchanged"	52	51	55	35	56	28	32	36	28	35
"17115"	"TRINITY_DN19366_c0_g1"	0.429581762593388	-1.07298775865784	1.22540828403743	0.244584911473012	0.419276306216036	-5.25726731656192	"Unchanged"	20	15.61	7.12	8.88	12.64	11.96	9.4	8.65	24.18	15.52
"17116"	"TRINITY_DN19367_c0_g1"	-0.350158404202481	0.610433836014616	-0.973170218651531	0.350214718160636	0.529655453661304	-5.92550181960748	"Unchanged"	43.38	35.39	55.09	40.02	76.84	50.88	26.35	12.98	66	40.68
"17117"	"TRINITY_DN19367_c1_g1"	-1.01341841694109	-1.19389114793011	-2.8470968500258	0.0150681719248592	0.0637799952657599	-2.868481139897	"Unchanged"	15.55	15.46	20.71	21.4	18.48	4.1	7.12	8.15	13.32	3.05
"17118"	"TRINITY_DN19368_c0_g1"	-0.861943150118016	2.87986454029314	-4.17777243880721	0.00136041311073207	0.012736143689244	-1.2111079665265	"Unchanged"	312.48	300.41	243	182.16	331.5	218.21	86.6	126.01	165.28	170.01
"17119"	"TRINITY_DN19369_c0_g1"	-1.58646530214977	0.957845061210421	-8.57572553072249	2.23318501868861e-06	0.000256255625214118	5.23671909786	"Down-regulated"	101.45	69.61	93.53	90.31	110.04	33.07	22.35	26.51	29.29	31.08
"17120"	"TRINITY_DN1937_c0_g1"	-0.252872217128439	5.4675596963563	-3.22293755778749	0.00756247347215483	0.0400914671082976	-3.34499726033637	"Unchanged"	1258.94	1165.82	1410.55	1399.78	1383.58	1045.66	1010.31	1179.66	1229.88	995.2
"17121"	"TRINITY_DN19370_c0_g1"	0.0318857023906154	3.12056589611141	0.291208528251507	0.776004282523088	0.866633450315448	-6.93112258872179	"Unchanged"	255.82	252.65	225.79	206.23	226.88	260.93	209.08	234.04	323.69	181.6
"17122"	"TRINITY_DN19371_c0_g1"	1.0182119034414	-1.37994114640633	2.53489146850012	0.0266669076885293	0.0939343161768535	-3.33860436753523	"Unchanged"	13	7	7	6	9	13	6	11	16	25
"17123"	"TRINITY_DN19372_c0_g1"	0.854148816167608	2.73411178929655	5.71447687568065	0.000107975462438988	0.00250764021243339	1.38963448471762	"Unchanged"	183	131	127	109	132	270	215	276	313	165
"17124"	"TRINITY_DN19374_c0_g1"	0.862047575307796	0.39565358225869	3.56260040226792	0.00407315041545922	0.0264370792657807	-1.89116937245666	"Unchanged"	45	31	25	18	25	36	46	56	49	46
"17125"	"TRINITY_DN19375_c0_g1"	1.21914278539334	0.657617988668562	5.22819580389516	0.00023238876220015	0.00404734459328477	0.853329973696908	"Up-regulated"	28	25	32	34	30	45	47	75	99	61
"17126"	"TRINITY_DN19376_c0_g1"	0.107343365135947	2.6957616898017	0.573406033901111	0.577255886838071	0.726645148230627	-6.7106317356849	"Unchanged"	161	149	212	105	250	208	173	207	190	145
"17127"	"TRINITY_DN19377_c0_g1"	0.24755320105466	2.89484908043571	0.849908847692843	0.412478032297035	0.587182077835569	-6.5508500502486	"Unchanged"	209	237	111	196	190	245	328	201	152	218
"17128"	"TRINITY_DN19378_c0_g1"	0.79934617580974	1.63424735683384	4.41712194147057	0.000897962421638062	0.00968716923441895	-0.58761912910237	"Unchanged"	79	59	54	83.58	57	116	114	101.99	134.61	84
"17129"	"TRINITY_DN19379_c0_g1"	-0.296909235621071	2.40998098476156	-0.87033720314504	0.40166950951556	0.578086209677693	-6.42583340138975	"Unchanged"	160	166.23	250	61	254	148	66.01	165.08	202	103.01
"17130"	"TRINITY_DN1938_c0_g1"	-0.239017015186094	3.60048587753478	-1.25674980349266	0.233424198545619	0.40670015796213	-6.27476146311234	"Unchanged"	325.2	271.48	536.78	312.5	393.22	392.35	175.69	305.47	427.25	275.66
"17131"	"TRINITY_DN1938_c0_g2"	-0.107960064704087	1.49094564112675	-0.483104512331827	0.637960536052422	0.771763454810953	-6.48838922543841	"Unchanged"	84.09	107.09	58.22	94.58	67.52	77.18	66.11	67.51	67.61	78.04
"17132"	"TRINITY_DN1938_c0_g3"	0.708207356909113	-0.35548740281515	0.802953171043075	0.438054527771125	0.610318497400016	-5.85109855220085	"Unchanged"	31.83	1.45	41.54	43.83	28.2	34.38	24.28	13.25	20.61	47.8
"17133"	"TRINITY_DN1938_c1_g1"	-0.7992293577582	-0.306962487434395	-1.63324428889919	0.129093667877636	0.273062677511569	-4.94090462421319	"Unchanged"	59.9	39.44	13.59	21.48	32.89	19.03	24.07	25.35	8.61	7.14
"17134"	"TRINITY_DN1938_c1_g2"	-0.0260288736295584	5.721016033252	-0.382468560564116	0.70899016838848	0.822739905093261	-7.30349146714292	"Unchanged"	1683.67	1384.33	1574.99	1248.25	1428.47	1379.76	1303.79	1423.58	1660.51	1264.24
"17135"	"TRINITY_DN1938_c2_g1"	-0.202820440316736	3.09384264592599	-1.10900764644085	0.289764749816387	0.468744445982307	-6.34094782407202	"Unchanged"	216.03	274.95	200.73	270.76	292.07	160.08	167.23	237.3	301.36	235.93
"17136"	"TRINITY_DN1938_c3_g1"	-0.364121951583236	3.25281810844725	-3.3923452699343	0.00554970963768907	0.0325141459890215	-2.70559080751996	"Unchanged"	318.85	242.09	355.1	243.61	317.01	219.62	210.98	217.87	289.64	208.92
"17137"	"TRINITY_DN1938_c3_g2"	-0.822345257096918	2.98210324424256	-4.64157693539399	0.000612257844415448	0.00748512394147013	-0.417799010514941	"Unchanged"	301.3	238.76	387.43	210.21	317.4	135.06	104.55	198.76	241.15	153.35
"17138"	"TRINITY_DN1938_c3_g3"	-0.198992179170776	0.653630323622806	-0.800802476086603	0.439250327209007	0.611451784877817	-6.08730449073469	"Unchanged"	30.13	57.75	54.34	43.47	58.94	36.96	30.54	44.71	52.83	26.86
"17139"	"TRINITY_DN1938_c3_g4"	-0.0105910536171995	-1.07090037073084	-0.0305398517559279	0.97615273465807	0.987219778548018	-5.97985082227825	"Unchanged"	12	11.59	10.11	18.96	20.52	16.67	6.96	15.19	11.52	7.67
"17140"	"TRINITY_DN1938_c4_g1"	0.596339261269282	0.834593653255726	2.32429322159168	0.0390323247138187	0.121481298552833	-4.1164501196293	"Unchanged"	36.28	32.94	40.57	38.15	60.88	49.39	32.14	78.4	64.68	73.49
"17141"	"TRINITY_DN1938_c5_g1"	-0.666351794301829	-0.0686251065517202	-2.24500765247842	0.0449901376513101	0.134026650070786	-4.07251807226216	"Unchanged"	41.6	37.4	21.97	40.8	33.26	22.95	11.67	30.85	17.74	14.03
"17142"	"TRINITY_DN19380_c0_g1"	-0.421020741891168	1.49099685842022	-2.07606110969301	0.0606932056861061	0.164524337563053	-4.65882738233931	"Unchanged"	78	85	84	110	96	92	37	71	76	54
"17143"	"TRINITY_DN19381_c0_g1"	0.699015716708883	-0.817961810756512	2.26573404953048	0.0433537982536289	0.130566721637081	-3.88777765564667	"Unchanged"	16	15	13	13	10	19	19	14	31	10
"17144"	"TRINITY_DN19382_c0_g1"	-0.768922450694523	1.43186136674323	-3.54357791208841	0.00421596393348868	0.0270988986374675	-2.0866792391391	"Unchanged"	103.19	82.49	112.23	73.81	118.45	34.41	38.33	59.71	89.84	62.69
"17145"	"TRINITY_DN19383_c0_g1"	-1.05252101255143	0.0318295642377678	-3.01453128939128	0.0110816894039244	0.0516534551691537	-2.78610231478269	"Unchanged"	71.11	40	28.51	20.53	66.15	13.38	16.37	17.34	23.46	17.29
"17146"	"TRINITY_DN19384_c0_g1"	0.829715513965192	0.973440577742705	3.56943387362805	0.0040230637648644	0.0262076991308846	-1.96503653392148	"Unchanged"	38.99	60.98	49.98	34	30.18	59.3	62.7	86.99	70.12	67.99
"17147"	"TRINITY_DN19386_c0_g1"	-0.0321633090242123	-1.50399582028786	-0.0800089566429976	0.937586174205036	0.965015604147717	-5.81618264728122	"Unchanged"	15	13	8	7	12	4	5	6	18	11
"17148"	"TRINITY_DN19387_c0_g1"	-0.699899364044425	-0.738188963406138	-1.60631751574943	0.134913439062809	0.281412611517605	-4.86792655571813	"Unchanged"	17.34	25.33	12.99	31.27	31.36	11.07	9.07	21.14	17	3.05
"17149"	"TRINITY_DN19388_c0_g1"	0.358597314837457	0.469150499848916	1.27299477068124	0.227802178501505	0.400607465190449	-5.57611136180712	"Unchanged"	38.03	37.33	43.33	29.37	27.85	45.76	19	73.63	44.41	34.76
"17150"	"TRINITY_DN1939_c0_g1"	0.00654798384619412	5.57384124404602	0.0613824357574176	0.952093650637617	0.973227759918881	-7.36516881525655	"Unchanged"	1407.21	1180.5	1351.56	1226.74	1347.58	1643.99	1128.32	1382.9	1450.57	922.91
"17151"	"TRINITY_DN1939_c0_g2"	0.120584154228136	4.6424713917429	1.34115354691149	0.205396952906943	0.373549525715102	-6.34982009475197	"Unchanged"	615	614	729	597	719	673	621	769	734	719
"17152"	"TRINITY_DN1939_c1_g1"	-0.213912343025721	0.500051270427695	-0.532762118889131	0.604197930128981	0.747190432850835	-6.23401668533571	"Unchanged"	41.6	61.53	73.58	23.99	32.43	81.37	24.95	31.69	44.4	13.62
"17153"	"TRINITY_DN19390_c0_g1"	0.278370547622527	-1.20393085856593	0.51478087196972	0.616318743284886	0.75609420710051	-5.79429262606836	"Unchanged"	16.27	8	19.51	3.49	19.02	16	4.07	8.52	10	31.89
"17154"	"TRINITY_DN19391_c0_g1"	-0.603683213469823	1.74145185082299	-3.22091119068593	0.00759057684243235	0.0402004931876084	-2.72360395383074	"Unchanged"	108.19	105.04	140.97	77.88	143.83	74.55	43.63	89.58	89.94	70.71
"17155"	"TRINITY_DN19392_c0_g1"	-0.19501775366898	5.54823267576926	-2.8210656544418	0.0158050709053372	0.065954703975157	-4.08729938210432	"Unchanged"	1458.8	1277.28	1336.47	1373.04	1405.02	1178.26	1106.1	1228.46	1302.26	1075.38
"17156"	"TRINITY_DN19392_c1_g1"	-0.197682246299248	1.04160995779717	-0.980654521620158	0.346662277683602	0.526126121588504	-6.01678351117651	"Unchanged"	69	70.95	59.58	50	59.22	79.43	28.9	52.73	58.72	41.15
"17157"	"TRINITY_DN19392_c1_g2"	0.156724083575028	-0.098974402215093	0.630804434983394	0.540329183674051	0.698126817331765	-6.04413260563997	"Unchanged"	25	26	25	24	27	36.05	23	30	27	13
"17158"	"TRINITY_DN19392_c1_g3"	0.0137718492338415	0.0129262303588438	0.0556702999715999	0.956546473254765	0.975961267830947	-6.27211156789442	"Unchanged"	37.18	29.73	41.05	16.96	24.07	26.33	22.28	19.14	35.04	26.05
"17159"	"TRINITY_DN19395_c0_g1"	0.397935572481788	-0.614571277420214	1.3488982885934	0.202969533309141	0.370572182411383	-5.25006447423853	"Unchanged"	19.89	14.97	11.36	14.88	24.59	23.72	17.87	24.3	19.11	10.14
"17160"	"TRINITY_DN19396_c0_g1"	0.681777744940788	-0.705657620748881	2.19617945324343	0.0490807296807367	0.142190213600211	-4.023990863103	"Unchanged"	16	12	12	14	18	26	7	24	27	18
"17161"	"TRINITY_DN19399_c0_g1"	-0.574723898667213	0.836702618351318	-2.05709333815108	0.0627476510703922	0.168049017153464	-4.55072982110702	"Unchanged"	57	109	62	33	61	37	29	42	41	40
"17162"	"TRINITY_DN194_c0_g1"	0.363573865218259	4.00955327891633	1.98886011085189	0.0706871907018768	0.181782792498556	-5.31314043779748	"Unchanged"	351.95	346	432	396	393.87	541.07	708.92	472.97	488.95	337
"17163"	"TRINITY_DN194_c0_g2"	0.869062901907774	5.11540342883924	5.68434016367232	0.000113118755993204	0.00257675953665461	1.01777417698395	"Unchanged"	696.79	748.92	775.95	831.44	497.02	1428.5	1301.71	1156.94	1475.06	983.33
"17164"	"TRINITY_DN194_c1_g1"	-0.497582096092576	2.53401152306339	-2.81705765171071	0.015921667216115	0.0663140670458465	-3.60588794252952	"Unchanged"	177.6	217.7	161.95	216.1	163.67	117.44	153.28	121.02	137.78	129.37
"17165"	"TRINITY_DN1940_c0_g1"	-0.0537790789379181	5.52683526909118	-0.528689018509929	0.606932898884311	0.749022923404728	-7.21283939229311	"Unchanged"	1516.29	1382.53	1451.76	946.67	1213.21	1233.69	1004.83	1278.56	1452.23	1149.29
