"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Expression"	"10L1brain"	"10L2brain"	"10L3brain"	"10L4brain"	"10L5brain"	"22L1brain"	"22L2brain"	"22L3brain"	"22L4brain"	"22L5brain"
"19228"	"TRINITY_DN21065_c0_g1"	0.634566906138163	-1.36736415427018	0.943585431394012	0.364512649952415	0.543183768316762	-5.43166186677541	"Unchanged"	17	20	1	15	11	15	14	13	11.14	5.13
"19229"	"TRINITY_DN21067_c0_g1"	-0.999752265674996	0.698343818149605	-1.14316139601254	0.2758878858455	0.454356836787685	-5.76044377525908	"Unchanged"	114	114	6	120	109	22	22	41	25	38
"19230"	"TRINITY_DN21068_c0_g1"	0.525444869507506	2.75239115054829	3.97805957036964	0.00193397656064932	0.0160425376102299	-1.55157324962837	"Unchanged"	154	164	166	146	136	258	200	237	264	152
"19231"	"TRINITY_DN21069_c0_g1"	2.61653808628051	-1.29475185798426	4.0260959633603	0.00177634301305695	0.0151603754626048	-1.09100826040421	"Up-regulated"	10	6	0	10	11	29	17	19	39	24
"19232"	"TRINITY_DN21069_c0_g2"	2.91342717181045	-1.49143690668595	5.92194371058427	7.86501238324951e-05	0.00206925137215417	0.99597406133506	"Up-regulated"	7	9	1	3	5	29	21	22	33	18
"19233"	"TRINITY_DN2107_c0_g1"	0.702596537201114	7.03027515967632	10.3423350043333	3.18169728985717e-07	9.45659548047111e-05	7.01920089312221	"Unchanged"	2602.54	2825.88	3041.56	2836.24	2759.41	4834.67	4163.34	4492.03	4988.16	4165.42
"19234"	"TRINITY_DN21071_c0_g1"	0.379680898566767	2.45638327202806	1.90712840899743	0.0814202355419652	0.200059994188789	-5.13409489120266	"Unchanged"	94.87	134.08	170.11	115.77	156.7	255.64	129.68	145.32	202.34	136.3
"19235"	"TRINITY_DN21071_c0_g2"	0.329449297760653	-0.882915343711504	0.373441062904081	0.715517523839745	0.827455481027525	-5.96392373140145	"Unchanged"	36.78	4.69	37.89	5	14.8	23.97	9.03	3.31	10.02	101.35
"19236"	"TRINITY_DN21072_c0_g1"	-0.278903017598802	-0.320383331530809	-1.04520882459373	0.317099935519285	0.496885211973997	-5.6528593227962	"Unchanged"	20.82	18.49	32.13	30.59	28.09	17.22	11.43	23.36	22.92	15.14
"19237"	"TRINITY_DN21073_c0_g1"	-0.272229561474067	4.03084501947763	-3.22097532323649	0.00758968578180932	0.0401996883200303	-3.15761130117009	"Unchanged"	475.02	492	577.02	401	506	433	343	404	489	360
"19238"	"TRINITY_DN21076_c0_g1"	0.860884561354876	1.60583127008737	4.23773540454952	0.00122514798537786	0.0118867327992663	-0.892076412494077	"Unchanged"	47	63	55	89	70	97.99	94.01	108.83	139.04	109.01
"19239"	"TRINITY_DN21076_c1_g1"	0.640197566418382	-0.80410102045617	2.12095835701912	0.056078850179037	0.155850927368042	-4.11898448184864	"Unchanged"	11.56	11.06	14.74	10.08	22.17	18.22	9.72	18.23	32.62	13.9
"19240"	"TRINITY_DN21076_c2_g1"	1.61042597808246	0.899064181340041	7.89015726845734	5.1690557446528e-06	0.000420044220842167	4.46263528379126	"Up-regulated"	25.66	30.9	27.41	41.25	30.17	95.05	73.72	88.62	115.51	63.98
"19241"	"TRINITY_DN21076_c3_g1"	-0.843906993628915	-0.884544906031279	-1.90460164040251	0.0817747850311799	0.200623019063189	-4.41404723508935	"Unchanged"	35.34	17.26	16.11	17.04	18.1	9	16.02	10.06	4	15.46
"19242"	"TRINITY_DN21078_c0_g1"	-0.0642908787032984	6.3801153496311	-0.691362066140924	0.502863845978221	0.666730064758828	-7.18936382174646	"Unchanged"	2186.1	2372.88	2123.69	2531.05	2498.29	2184.45	2165.64	2170	2333.89	2069.55
"19243"	"TRINITY_DN21078_c1_g1"	2.22750915106917	2.44917349669737	5.38489260277619	0.000180868708435136	0.00346639532082293	0.938974005802025	"Up-regulated"	56	126	52.68	131	38	482.86	299	375	400	142
"19244"	"TRINITY_DN2108_c0_g1"	0.723906904112124	5.17293048684857	5.99908083887339	7.00155839306533e-05	0.0019320171583939	1.51029923404762	"Unchanged"	724.07	672.63	782.91	835.88	834.53	1604.67	1169.89	1252.84	1320.08	955.07
"19245"	"TRINITY_DN21081_c0_g1"	0.70481352998506	-0.785256051581763	2.28384925671856	0.0419702898387033	0.127741026449874	-3.86681327945915	"Unchanged"	14	20	11	12	12	27	14	14	30	11
"19246"	"TRINITY_DN21083_c0_g1"	-0.787424967356485	3.61851536887308	-1.78553546962335	0.100170015455327	0.230076418567975	-5.55102386357309	"Unchanged"	426.04	312.48	461.87	286.02	840.77	607.32	479.4	157.3	138.62	173.29
"19247"	"TRINITY_DN21087_c0_g1"	0.30904567535398	-0.911283409926928	0.737053900253677	0.475651646073801	0.642650408640503	-5.75963118003177	"Unchanged"	7.58	17.28	19.44	9.89	20.45	9.59	22.31	19.52	12.12	12.09
"19248"	"TRINITY_DN21087_c1_g1"	0.548816570377596	-0.683205294396409	2.06028968235127	0.0623969500094511	0.167456086641538	-4.243352390116	"Unchanged"	12.81	12.24	18.39	15.24	16.54	23.35	13.64	17.5	17.59	21.63
"19249"	"TRINITY_DN21088_c0_g1"	-0.560161897438156	1.45696441316547	-2.47918640048014	0.0295070069069546	0.100640597772382	-3.97847148848335	"Unchanged"	92	103.99	107.99	58	111	66	32	63.99	107	47
"19250"	"TRINITY_DN21089_c0_g1"	1.17987180340495	-1.37215900536905	1.86329851195989	0.0877744745735143	0.210423394886927	-4.32896444614327	"Unchanged"	13	5	17	10	3	33	6	17	9	16
"19251"	"TRINITY_DN2109_c0_g1"	-0.16019390859578	4.89506711803764	-1.10652964062802	0.290791962777543	0.469771717527381	-6.65839251581719	"Unchanged"	1107.37	777.23	917.24	622.97	935.57	606.94	684.18	699.59	1144.69	746.27
"19252"	"TRINITY_DN21090_c0_g1"	-0.270863625779311	0.556269068341882	-1.17150655667046	0.26476549386513	0.441984966043725	-5.7103262311138	"Unchanged"	37.47	43.31	40.92	59.62	50.21	38.33	37.05	30.5	45.49	22.33
"19253"	"TRINITY_DN21091_c0_g1"	-1.45279550151002	-1.1217865788451	-1.1349210989853	0.27918818643576	0.457775372254535	-5.24535742330157	"Unchanged"	82.93	9.31	4.38	65.27	25.78	43.47	4.54	0	31.32	2.15
"19254"	"TRINITY_DN21094_c0_g1"	0.149527493949296	5.01749356672707	1.46532433238842	0.169257327144522	0.328366217745674	-6.23877698931348	"Unchanged"	882.61	678.36	1107.39	778.13	802.89	946.07	831.23	983.83	1127.63	739.03
"19255"	"TRINITY_DN21094_c1_g1"	-0.409762020788302	1.61046104076277	-1.09004392967674	0.297696481317931	0.477288410180209	-6.03324537716991	"Unchanged"	121.56	74.62	141.31	38.76	155.11	80.38	40.18	44.05	91.76	127.7
"19256"	"TRINITY_DN21094_c2_g1"	-0.203453950384164	1.19793621826657	-0.874972392311351	0.399244065023209	0.575663162883276	-6.14934082263181	"Unchanged"	88	70.74	80.04	34	82.79	62.74	34	68	71	52
"19257"	"TRINITY_DN21094_c3_g1"	-0.882686004965135	-0.739496942505243	-1.8100240705219	0.0961053653037913	0.223902926090493	-4.57623472372292	"Unchanged"	58.85	25.09	30.03	8.98	17.29	8.34	4.56	11.09	21.79	9.47
"19258"	"TRINITY_DN21094_c5_g1"	0.0793797086165648	0.369398288315233	0.356166382501446	0.728073554621923	0.835985828782796	-6.28686250198862	"Unchanged"	43.11	29.36	41	22.75	44.68	29.4	34.95	27.81	39.7	40.92
"19259"	"TRINITY_DN21094_c6_g1"	0.0647513432312121	2.71853568951735	0.216390428615191	0.832420835736305	0.903355979180634	-6.86482511345444	"Unchanged"	283.6	108.21	186.79	144.25	195.42	252.73	68.66	222.7	248.52	196.43
"19260"	"TRINITY_DN21096_c0_g1"	-0.853675729010154	4.94879339877788	-3.86173590719514	0.00237850691131889	0.0183450608924484	-2.10853510937548	"Unchanged"	697.01	1592.3	1387.64	1038.69	1202.18	568.84	422.5	767.14	770.07	633.24
"19261"	"TRINITY_DN21096_c0_g2"	-0.615298592915872	1.4585306564794	-1.93911385110228	0.0770525766910971	0.192713790450474	-4.86591301666486	"Unchanged"	63.31	56.98	123.77	101.45	157.85	87.94	40	53	53.98	65.98
"19262"	"TRINITY_DN21098_c0_g1"	-0.0374934062123151	6.68912036784079	-0.412339839605527	0.687566145942909	0.80752759050724	-7.37785040080224	"Unchanged"	2564.21	2826.45	3249.46	3022.54	2721.71	2602.66	2503.73	3165.08	3009.22	2416.59
"19263"	"TRINITY_DN21098_c0_g2"	0.522153819911273	3.38715938308206	3.04323485846225	0.0105130481398407	0.04977066771469	-3.36633264810967	"Unchanged"	211.7	230.28	359.92	239.71	176.41	360.75	264.91	397.73	442.03	264.1
"19264"	"TRINITY_DN21098_c0_g3"	-0.231794561018227	2.69409284500006	-2.15308301755769	0.052982061342609	0.149895669051719	-4.79024858107093	"Unchanged"	202.15	173.87	191.96	180.76	195.36	158.54	168.67	170.6	177.73	136.11
"19265"	"TRINITY_DN21098_c0_g4"	0.137571622635417	4.86876786481714	1.36200099730563	0.198916674930022	0.365849824708986	-6.35439838073788	"Unchanged"	702.15	696.18	959.09	793.2	689.81	803.05	740.73	879.22	1037.23	698.57
"19266"	"TRINITY_DN21098_c2_g1"	-0.671506760253981	-1.20027778313689	-1.99566610541675	0.0698552132497086	0.180301566168315	-4.20470233765269	"Unchanged"	16.28	16.05	14.1	14.08	18.36	11.02	12.08	7	9.01	3
"19267"	"TRINITY_DN21099_c0_g1"	-0.0669374132168923	-0.538166464409617	-0.0568049099456635	0.955661875177324	0.975424666493457	-6.14144693100354	"Unchanged"	23	12	63	5	50	42	0	114	63	7
"19268"	"TRINITY_DN211_c0_g1"	0.643122086299167	7.3506371799234	5.52278854434081	0.000145484728414108	0.00301218213389326	0.567763562117389	"Unchanged"	3637.93	3679.63	3262.18	3970.26	3355.5	7163.52	5245.85	4928.98	5785.87	4985.08
"19269"	"TRINITY_DN211_c0_g2"	0.964460381076369	4.26274036358823	6.64157214969383	2.74323576632259e-05	0.00109756518625742	2.59229895474159	"Unchanged"	447.26	402	386.1	270.47	375.19	606.19	733.35	877.96	933.49	541.96
"19270"	"TRINITY_DN211_c0_g3"	0.556488731903218	6.6974848011817	5.23051831291549	0.000231521208522128	0.00403870110735313	0.130817864826591	"Unchanged"	2373.08	2386.3	2099.78	2562.74	2316.23	3935.38	3391	3069.99	3600.11	2918.95
"19271"	"TRINITY_DN211_c1_g1"	0.314289971879277	5.5849699935056	4.5799524945217	0.000679694443777093	0.00803679575901736	-0.896020257701903	"Unchanged"	1239.39	1175.14	1200.8	1147.53	1115.66	1498.2	1343.43	1440.63	1705.14	1223.25
"19272"	"TRINITY_DN211_c1_g2"	0.0429353985972092	0.341797710645501	0.132281696573692	0.897015487580009	0.94134600474902	-6.33793314677665	"Unchanged"	34.78	60.36	28.97	23.08	37.02	50.24	24.49	44.41	21.79	31.53
"19273"	"TRINITY_DN211_c1_g3"	0.121491133558869	-1.81668017394888	0.100778363454563	0.921437572031285	0.955587983797742	-5.69960011915049	"Unchanged"	16.26	0	15.79	13.55	13.86	0	17.58	19.07	12.79	11.88
"19274"	"TRINITY_DN211_c1_g4"	0.395735200118763	0.800333882332259	2.47179555279874	0.0299052626145213	0.101514363803163	-3.86364284049755	"Unchanged"	45.08	35.31	49.47	35.76	48.89	50.03	45.4	50.1	60.35	54.67
"19275"	"TRINITY_DN211_c2_g1"	0.385360448611111	0.874801157951048	1.5154172026909	0.156282142795096	0.311076768183057	-5.358987899675	"Unchanged"	39.58	45.22	45.64	46.24	48.85	71.68	75.58	31.76	66.34	42.57
"19276"	"TRINITY_DN211_c3_g1"	-0.414204261335029	3.38928155297798	-4.07750331942034	0.00162230738785173	0.0142581948567842	-1.48751933371183	"Unchanged"	358	330.01	300	314	338.88	258.11	224.09	249.49	324	189.01
"19277"	"TRINITY_DN211_c4_g1"	1.01909780779426	0.690881247026822	1.44764591235879	0.174050025315748	0.334573420284462	-5.39846574488857	"Unchanged"	5.38	41.51	47.2	45.37	75.96	20.29	95.85	92.97	63.49	67.63
"19278"	"TRINITY_DN211_c5_g1"	0.217488325072939	3.13049292696904	0.874494964863913	0.399493425413939	0.575915541126984	-6.57979994590673	"Unchanged"	142.28	166.93	306.39	250.86	292.14	238.03	143.05	292.84	387.83	273.53
"19279"	"TRINITY_DN211_c6_g1"	-0.229188913494291	3.64956283039502	-1.59986471770586	0.136341752891531	0.283282308867113	-5.8358967272363	"Unchanged"	370.31	346.85	437.72	276.24	438.12	314.4	242.6	317.61	509.52	240.52
"19280"	"TRINITY_DN211_c7_g1"	-0.97019319854996	1.2507322049126	-2.70714131129448	0.0194735148549703	0.0759217222046224	-3.53408124364654	"Unchanged"	71.71	141.69	59.55	93.46	119.22	50.84	25.86	93.12	51.83	23.15
"19281"	"TRINITY_DN2110_c0_g1"	-0.236397498663126	5.95157392108902	-1.66645060797884	0.122221446707187	0.263343926632743	-6.05705005523155	"Unchanged"	1719	1661	2576	1910	1506	1564	1259	1588	2201	1191
"19282"	"TRINITY_DN21103_c0_g1"	2.10416909075483	1.37152731099568	10.201470432826	3.67895209119953e-07	0.000103679732224059	6.91838796281243	"Up-regulated"	48.43	30.2	52.96	21.42	31.53	169.1	104.58	156.67	159.41	145.84
"19283"	"TRINITY_DN21103_c1_g2"	0.592458679782641	0.491599040597644	2.71162132453526	0.0193145097548886	0.0755315950563696	-3.39414041792558	"Unchanged"	39.36	25	26.51	33.03	40	61.78	38.61	40.16	42.29	44.53
"19284"	"TRINITY_DN21104_c0_g1"	1.1439829894219	1.12424957117991	3.37426604350931	0.00573564910976541	0.0332836541906807	-2.3300444322378	"Up-regulated"	28.18	80.43	46.02	17.93	62.8	89.43	62.78	120.91	111.63	60.79
"19285"	"TRINITY_DN21104_c1_g1"	-0.812740343095295	2.3158241766854	-2.39736325002264	0.0342178417415668	0.111079834686097	-4.29142129406574	"Unchanged"	203.62	80.67	338.61	132.13	244.92	121.28	94.63	88.53	155.24	63.62
"19286"	"TRINITY_DN21106_c0_g1"	0.0721745151534627	0.0479548807427567	0.200011406232141	0.844915576799914	0.911081877889207	-6.2605952372139	"Unchanged"	46	30.27	35	33.01	12.01	25.01	30.08	19	36	25
"19287"	"TRINITY_DN21107_c0_g1"	0.91802722746733	0.266109874959078	3.79954723638249	0.00265817915167188	0.0197650064577697	-1.46428494010329	"Unchanged"	26	27	25	27	21	30	42	36	60	50
"19288"	"TRINITY_DN21108_c0_g1"	0.0193740947460587	-0.648859320881891	0.0813660322868567	0.936530051235381	0.96445785399772	-6.11349280693376	"Unchanged"	23	14	17	15	25	16	13	17	22	11
"19289"	"TRINITY_DN21108_c1_g1"	0.761860824589926	0.325309691093248	2.65422393848719	0.0214521298406936	0.0812084350059273	-3.46186646073772	"Unchanged"	22	20	48	34	23	64	31	38	48	35
"19290"	"TRINITY_DN21109_c0_g1"	0.0965034921666866	-0.520419006037479	0.151981336009537	0.881798199891436	0.933058883322228	-6.13870502186865	"Unchanged"	11	45	6	40	24	24	35	22	11	8
"19291"	"TRINITY_DN2111_c0_g1"	0.346087195568361	4.73959427928403	1.62963669910113	0.129860380790551	0.274183299234457	-5.97395402096877	"Unchanged"	690	442.27	770.81	705.88	668.95	739.84	1255	670	998.65	567.95
"19292"	"TRINITY_DN21113_c0_g1"	-0.29183296864892	2.86164436695623	-1.28421882160065	0.223981959521099	0.396149330644828	-6.09054142771602	"Unchanged"	187.58	231.66	351	126	253.77	204	140	177.77	272.72	124
"19293"	"TRINITY_DN21114_c0_g1"	0.741889705234699	1.92183915912069	3.97535723299408	0.00194326324308347	0.0160974522629681	-1.40551930547212	"Unchanged"	72.63	54.6	89.09	104.61	93.64	156.45	124	112.06	158.13	112
"19294"	"TRINITY_DN21114_c0_g2"	0.437294485936675	0.943905919770503	2.14221975086918	0.0540107557755896	0.151834764181832	-4.43898436248299	"Unchanged"	60.98	35.07	48.88	35.23	55.05	59.71	39.18	61.53	63.51	75.82
"19295"	"TRINITY_DN21114_c0_g3"	0.183966244657464	0.729571682609085	0.973486037319493	0.350064287301249	0.529501561517345	-5.95353588126492	"Unchanged"	40.32	38.39	42.14	49.37	48.55	53.17	45.89	46.3	44.05	39.97
"19296"	"TRINITY_DN21118_c0_g1"	0.202271364278735	-0.576150357582758	0.546705740553878	0.594882955092392	0.740672514831871	-5.9834432818689	"Unchanged"	18.25	12.71	12.98	37.28	18.22	11.52	20.64	19.89	26.85	12.44
"19297"	"TRINITY_DN21119_c0_g1"	0.041772166837264	5.34533552309784	0.466469436680981	0.649469259140837	0.780084630673572	-7.22603494734679	"Unchanged"	1105.88	1106.97	1038.86	1116.78	1101.92	1197	865.8	1026.94	1409.91	1104.01
"19298"	"TRINITY_DN2112_c0_g1"	0.410301788305623	4.88608301135079	4.78028189878279	0.000484843338915574	0.00641632945181435	-0.472297162398013	"Unchanged"	675	650	694	776	714	883	815	917	1089	903
"19299"	"TRINITY_DN21121_c0_g1"	-1.03574297285962	-1.71151489117819	-1.51165783811524	0.157225439775728	0.312302564421855	-4.69959715138687	"Unchanged"	5	15	28	10	21	6	1	6	11.98	2
"19300"	"TRINITY_DN21123_c0_g1"	-0.231756934650149	4.71403111134601	-1.87761371798836	0.0856509278177201	0.206987409538206	-5.59925404694263	"Unchanged"	746.87	730.26	883.15	610.04	955.97	619.9	470.18	630.82	918.06	690.8
"19301"	"TRINITY_DN21123_c1_g1"	-1.92656501787419	1.63919755732123	-7.40636596180156	9.64844707464134e-06	0.000587011951719035	3.90657070437783	"Down-regulated"	208.84	125.01	115.67	175.61	224.17	45.28	33.61	33.82	44.06	51.54
"19302"	"TRINITY_DN21123_c2_g1"	-0.251059633952768	2.22230055605244	-1.17520016433653	0.263342253053465	0.440301511968	-6.07843723818662	"Unchanged"	114.01	212.38	159.83	114.65	115.91	89.92	107.66	112.37	159.27	110.04
"19303"	"TRINITY_DN21124_c0_g1"	-0.232095943536009	0.134784892604169	-1.04390670881015	0.317677212783602	0.497402881009641	-5.75385478258484	"Unchanged"	33	31	31	36	37	31	19	27	22	30
"19304"	"TRINITY_DN21125_c0_g1"	0.150763832575157	3.82990927512154	0.954425225623558	0.35922655883125	0.538270799784857	-6.64484732169229	"Unchanged"	409.84	325.91	380.04	401.41	322.61	481.23	265.72	562.89	422.55	355.04
"19305"	"TRINITY_DN21125_c0_g2"	-0.160295237141544	0.194257290564417	-0.519281601911063	0.61327354792355	0.753599203513314	-6.17340718757232	"Unchanged"	37.74	26.3	54.58	37.35	24.46	18.13	16.23	32.88	51.46	26.73
"19306"	"TRINITY_DN21125_c2_g1"	-0.193381545802655	-1.66762459767552	-0.152190743698186	0.881636693467393	0.933012323807008	-5.74668248764924	"Unchanged"	9.76	38.57	11.49	0.25	28.57	0	2.98	6.96	39.19	37.99
"19307"	"TRINITY_DN21126_c0_g1"	-0.438749397779303	3.91173632539157	-4.89227206548209	0.000402359089888534	0.00572149366225548	-0.145171423325536	"Unchanged"	546.89	468.45	469.42	463.75	427.11	371.93	303.01	367.09	396.56	320.61
"19308"	"TRINITY_DN21126_c1_g1"	-0.379389819169214	3.37837515252692	-4.1826033994477	0.00134896177751293	0.012669898124798	-1.29819442408256	"Unchanged"	326	321.28	363.02	294	305	277.01	214	247.31	307	201.01
"19309"	"TRINITY_DN21126_c2_g1"	0.188561156128756	-0.0723170417152254	0.73751949647938	0.475379129288895	0.642387842758105	-5.97650298860777	"Unchanged"	29.37	24.69	37.2	18.97	20.54	33.1	29.09	25.01	27	16.03
"19310"	"TRINITY_DN21129_c0_g1"	-1.27996940426865	1.5598594766998	-4.98411893043798	0.000345742766807224	0.00519339818542163	0.38348681396243	"Down-regulated"	168	141	96	77	169	41	33	56	63	59
"19311"	"TRINITY_DN2113_c0_g1"	0.0433062398676538	4.25000163309295	0.528977381008507	0.606739065823006	0.748920651692453	-7.04288268505475	"Unchanged"	573	423.13	550	456.04	556.06	504	487	533	613	487.22
"19312"	"TRINITY_DN21132_c0_g1"	0.521014927755045	4.18959590213215	4.37926787392039	0.000958487327536273	0.0100935303450194	-1.0806666489842	"Unchanged"	386.32	445.56	452.5	440.84	347.1	576.6	599.64	602.29	732.87	456.66
"19313"	"TRINITY_DN21132_c0_g2"	0.851264400803147	1.40068871345792	3.49884915134293	0.00457228692013978	0.0285294548437906	-2.16176731099358	"Unchanged"	50.59	49.56	65.41	62.68	49.72	58.29	77.51	109.77	157.8	90.42
"19314"	"TRINITY_DN21132_c2_g1"	0.0624055595804178	0.602563599530831	0.211978000553138	0.835782295928556	0.905607388825768	-6.38249999826464	"Unchanged"	37.29	56.16	33.44	23.2	72.43	32.87	34.15	42.99	41.42	51.54
"19315"	"TRINITY_DN21134_c0_g1"	2.37449952360553	-0.321757729127719	5.34418257897226	0.000192973893824918	0.00360564859465171	0.993124888409131	"Up-regulated"	7	7	5	25	21	42	53	37	50	54
"19316"	"TRINITY_DN21135_c0_g1"	-0.568748215189331	1.50408058973504	-2.68478320491409	0.0202865514119014	0.0780895837115872	-3.6317310010253	"Unchanged"	72	97	134	86	95	76	51	79	63	43
"19317"	"TRINITY_DN21136_c0_g1"	1.30618893662708	-0.625505084791697	1.76234094657604	0.104162178096539	0.236160276317167	-4.65568253255674	"Unchanged"	10.87	13.84	32.03	28.43	2.79	45.46	27.15	50.94	18.31	8.03
"19318"	"TRINITY_DN21136_c0_g2"	0.668453144858288	-0.216518256917067	2.54333653617052	0.0262602826181759	0.0929474218705802	-3.55771846653957	"Unchanged"	18.07	23.32	16.63	15.46	26.53	31.33	16.87	20.02	37.34	36.28
"19319"	"TRINITY_DN21137_c0_g1"	0.825152459186571	2.99150154943742	4.85047782500342	0.000431271446353308	0.00595625983955416	-0.0639864420935083	"Unchanged"	135.29	192.08	193.95	138.77	162.45	346.96	176.25	341.44	345.17	263.44
"19320"	"TRINITY_DN21137_c1_g1"	0.315775395741157	1.6568810036253	1.79357112780005	0.0988194479911528	0.228040909438347	-5.13531403614215	"Unchanged"	74.2	69	99.64	76.97	73.1	85.72	69.51	132.66	103.33	87.33
"19321"	"TRINITY_DN21137_c2_g1"	0.0893566556656065	2.39548263716405	0.258313382221557	0.800665618765212	0.882648689074741	-6.78232944297905	"Unchanged"	70.59	191.29	239.49	182.33	93.58	163.5	84.75	190.01	162.7	148.83
"19322"	"TRINITY_DN21137_c3_g1"	-1.25466603095825	-0.785448222907147	-2.84184222386621	0.0152141183612159	0.0642627251522012	-2.92874724938398	"Unchanged"	27.04	16.03	22.01	16.06	63.11	6.02	10.02	9.01	11.01	7.01
"19323"	"TRINITY_DN21138_c0_g1"	0.203608572360155	1.48906392474929	1.03283672950819	0.32261646916885	0.502546964932924	-6.06743166940136	"Unchanged"	59.67	68.4	72.98	94.44	72.94	105.13	72.9	69.68	103.35	55.84
"19324"	"TRINITY_DN2114_c0_g1"	0.644649874307965	6.31074138242556	4.2809306160302	0.00113642498406321	0.0112994671160641	-1.48933245712293	"Unchanged"	1458	2058	1493	1584	2223	3126	2507	3088	2572	2118
"19325"	"TRINITY_DN21140_c0_g1"	0.348360860619149	0.565288590081256	1.36608025382159	0.197668647392105	0.364109890716651	-5.48445124300823	"Unchanged"	51	24	52	41	27	37	39	39	63	41
"19326"	"TRINITY_DN21142_c0_g1"	0.64380774651138	-1.64120580411173	1.0858196620011	0.299485507882828	0.479125720902844	-5.20991854692028	"Unchanged"	3	4.96	11.99	10.04	19	17	9	11.68	10	3.1
"19327"	"TRINITY_DN21143_c1_g1"	-0.13659155526046	1.39701406103977	-0.666505069449429	0.518052056277152	0.679559920157847	-6.35756523688483	"Unchanged"	85	88	79.05	65	67	56	75	55	114	46
"19328"	"TRINITY_DN21143_c3_g1"	0.608113515249654	0.293738373614077	0.491210801464223	0.632387697784959	0.767772305138878	-6.20769320121502	"Unchanged"	0	45.48	174.7	77.99	50.23	14.56	25.83	47.84	65.61	64.93
"19329"	"TRINITY_DN21146_c0_g1"	0.523707080353318	0.338222152914873	1.59892122006689	0.136551697339726	0.283566150305256	-5.13091669809497	"Unchanged"	22	39	49	15	39	48	18	41	60	38
"19330"	"TRINITY_DN21147_c0_g1"	-0.410186571533714	-1.22163351645706	-0.607829527935839	0.554948309680806	0.709715342390047	-5.73820340411069	"Unchanged"	35.53	3.26	20.59	12.2	17.59	8	15.58	7.04	4.4	15.83
"19331"	"TRINITY_DN21148_c0_g1"	-0.18119354399827	0.30262794951367	-0.72107598053533	0.48506229199304	0.650982607673545	-6.07018062990917	"Unchanged"	29	44	37	36	41	24	26	21	38	42
"19332"	"TRINITY_DN21149_c0_g1"	0.0679390515038781	4.46851314196626	0.354091115426738	0.729587622055136	0.83712345690661	-7.1598310487309	"Unchanged"	376.85	546.21	853.75	702.83	580.17	691.9	518.08	621.13	800.58	463.13
"19333"	"TRINITY_DN2115_c0_g1"	0.202529883279818	3.47755309144945	1.45628693925512	0.171693240147833	0.331566377592075	-6.00027784832051	"Unchanged"	240.56	334.14	334.36	221.34	293.08	408.08	270.06	346.85	361.03	257.46
"19334"	"TRINITY_DN21150_c0_g1"	0.425441953887139	0.0635818164550589	0.980982176854454	0.34650735091744	0.525993729556821	-5.79913220586724	"Unchanged"	9.04	23.77	48.25	39.66	29.62	39.4	28.73	23.32	33.85	29.61
"19335"	"TRINITY_DN21151_c0_g1"	2.30762779407275	-1.29347068770503	2.79599894368284	0.01654845210739	0.0680543519259829	-2.90492906521577	"Unchanged"	8	13	10	7	1	71	12	13	21	22
"19336"	"TRINITY_DN21152_c0_g1"	0.239183521090529	3.05549165989658	1.27688883287638	0.226470878622712	0.399079166693706	-6.14167142058348	"Unchanged"	188	142	239	231	264	285	223.04	211	377	168
"19337"	"TRINITY_DN21152_c0_g2"	-0.538583600229775	-0.80623497781414	-1.2268753818702	0.24405316472449	0.418668254668824	-5.32919618773173	"Unchanged"	15	29.09	10	24	28	9.03	9	15	8	18.01
"19338"	"TRINITY_DN21152_c1_g1"	-0.588075458271015	0.603658268818869	-1.82306087211095	0.0940029198065467	0.22044006598762	-4.86270915107218	"Unchanged"	70.08	82.59	34.41	31.61	56.47	27	43.13	39.5	36.51	18.25
"19339"	"TRINITY_DN21152_c2_g1"	-0.329725250069909	-0.522374672200629	-0.850990943394992	0.411900640749264	0.58676045652384	-5.77975857652019	"Unchanged"	28.36	18.42	36.07	15.88	19.96	13.61	3.65	15.08	30.2	24.28
"19340"	"TRINITY_DN21153_c0_g1"	0.0713835563552132	-1.2217236248207	0.110476214490075	0.913909400768646	0.951139378845192	-5.9184185399698	"Unchanged"	15.27	26.15	2.09	11.26	22	5.09	3.14	17.35	31.83	6.14
"19341"	"TRINITY_DN21153_c0_g2"	-0.419415622855826	0.787307624671223	-1.3215400601963	0.211651279607805	0.381214807243795	-5.58556703167222	"Unchanged"	59	73	51.01	37.01	66.01	22	20.03	49	91.01	36
"19342"	"TRINITY_DN21155_c0_g1"	1.10397327012224	0.100570843572003	3.62525667276226	0.00363679907000465	0.0244571140228268	-1.74132954118159	"Up-regulated"	28.46	26.99	11.9	16.07	26.62	34.43	50.24	53.42	37.82	31.84
"19343"	"TRINITY_DN21155_c0_g2"	1.41322683973689	-1.34743333658907	3.27605638537774	0.00686216188154924	0.0375341760759598	-2.17194234022709	"Up-regulated"	11.84	5.17	6.57	6.12	7.94	20.03	5.94	23.11	15.1	18.88
"19344"	"TRINITY_DN21155_c0_g4"	0.818055646050731	-0.274060324539138	2.13424763386949	0.0547776322856963	0.1532533650945	-4.20918758453454	"Unchanged"	30.39	19.01	20	22.01	8	18.72	25.47	22.79	39.45	36.25
