"","GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","10L1brain","10L2brain","10L3brain","10L4brain","10L5brain","22L1brain","22L2brain","22L3brain","22L4brain","22L5brain"
"1765","TRINITY_DN24504_c0_g1",1.37190367426503,-0.660633775440778,3.79023071315101,0.00270290650468131,0.0199887903825054,-1.3758526852608,9.2,10.31,8.59,13.97,18.22,24.49,40,23.25,22.35,21.09
"1766","TRINITY_DN2452_c0_g1",1.08990049307138,5.83394535919484,11.213779703375,1.34139138717944e-07,6.2912878386165e-05,7.98091609162478,1017.54,1002.11,1074.17,1206.84,1055.88,2387.87,1722.77,2133.03,2924.23,2098.1
"1767","TRINITY_DN24522_c2_g1",1.91916903926201,-1.21477076301931,3.56938124044263,0.00402344712745859,0.0262076991308846,-1.719431829968,7.4,7.11,7.48,2.36,12.23,42.01,19.18,27.67,16.76,10.72
"1768","TRINITY_DN24533_c0_g1",1.51725989303479,1.72597464901719,8.97269305183693,1.40499540423708e-06,0.000202166944528728,5.75695129625172,64.16,37.27,57.86,48.18,71.56,153.81,122.72,137.32,216.54,136.16
"1769","TRINITY_DN24545_c2_g1",-3.15230073661619,-1.08193782036675,-3.05586842503714,0.0102721365514752,0.0489939340130839,-2.5101354783701,29.24,22.16,56.28,33.65,66.74,31.35,6.04,19.99,0,0
"1770","TRINITY_DN24552_c2_g1",-3.93882645673053,0.140967668795909,-3.06284395513127,0.0101415026152113,0.0485996888761196,-2.56954045665677,222.86,141.66,110.34,49.54,71.63,98.98,114.63,0,0,11.24
"1771","TRINITY_DN24565_c0_g1",-1.8571988933011,-1.54210641451714,-4.31928119401632,0.00106325504253234,0.0108136695995469,-0.688983318804193,22,12,22,15,27,6,2,2,5,4
"1772","TRINITY_DN24576_c0_g1",-1.30962534821785,1.17124728521973,-5.845367364458,8.83472051349972e-05,0.00221442066105882,1.76510334836196,141.77,97.04,90.92,79.66,88.67,44.52,20.28,41.46,61.79,25.23
"1773","TRINITY_DN24599_c0_g2",3.15661248694912,-1.84807648670567,4.73294908317912,0.000524873214728238,0.00674743063632323,-0.510866907769225,3.45,0,4.21,2.3,8.22,19.96,22.58,24.64,16.96,20.17
"1774","TRINITY_DN246_c0_g1",-1.31604603113832,6.07658253834713,-3.4469893318304,0.00502415282267302,0.0304138782613254,-2.9825870790349,4932.77,1559,1433.02,3058.08,6015.73,1113.01,1269,1051,1337.06,1015.25
"1775","TRINITY_DN2460_c1_g1",1.41647413936743,1.70189810066006,3.82601303338888,0.00253523199650407,0.0191068038689002,-1.6178945303549,52,48,64,48.92,64.95,334.7,137.96,144,94,96.5
"1776","TRINITY_DN2460_c4_g1",1.62714994746667,-0.0112300316044266,4.35724971070888,0.000995634122423919,0.0103371311170948,-0.491037609976587,29.23,19.98,6.05,10.94,28.3,48.84,24.99,44.43,63.06,51.33
"1777","TRINITY_DN24601_c0_g1",-2.00344360661414,-0.443504524977729,-4.93733426223532,0.000373454458438877,0.00545362952913362,0.409023829299463,39.34,40.01,46.57,45.88,31.27,14.99,9.73,9.59,3.65,10.84
"1778","TRINITY_DN24602_c0_g1",-3.15449344316634,-2.24933681435439,-5.40017897496198,0.000176532679656844,0.0034194405196636,0.150807401083347,21,21,14,19,17,1,1,3,2,0
"1779","TRINITY_DN24611_c0_g1",-1.03843804336663,0.801838183642295,-3.60371270475868,0.00378116067850907,0.0251098168989124,-1.87326608193685,100.25,83.39,66.21,35.67,76.51,50.71,25.35,27.36,43.31,17.46
"1780","TRINITY_DN24638_c0_g1",-1.35040826039472,0.0571064985518537,-4.33346230142261,0.00103745587498808,0.0106548834019027,-0.53740964858108,80.6,37.05,36.1,38.12,50.94,24.19,18.49,12.25,20.93,8
"1781","TRINITY_DN24639_c1_g1",-1.14414338423035,-0.5481309958641,-3.85178101543114,0.00242115054183132,0.018524236759143,-1.28477058685962,38.98,22.68,33.03,25,29.68,10.94,4.99,19,18.01,6
"1782","TRINITY_DN24670_c3_g2",-4.05813064467824,0.488156839112804,-9.0958067427302,1.22079233398969e-06,0.000193586343551118,5.1662140808033,201.33,116.71,169.86,96.7,234.99,7.26,3.08,6.16,14.63,9.22
"1783","TRINITY_DN24674_c0_g1",1.07270622484717,2.70984599972855,3.13104202851836,0.00894909326402292,0.0448039517418511,-3.06599571815713,183.91,106.59,82.34,87.89,196.54,212.93,261.02,389.84,435.82,115.68
"1784","TRINITY_DN24675_c0_g2",1.02870718426358,2.39170039439321,4.0524539338877,0.00169555805563518,0.0146969080803272,-1.3456191119544,86,74,139,89,133,250,220,148,334,122
"1785","TRINITY_DN24679_c0_g2",-2.20994798298715,0.702061325311518,-5.62229414036846,0.000124542381628476,0.00272883852907094,1.45797139585553,157.88,117.02,126.2,66.54,52.18,24.03,9.25,23.71,22.83,16.12
"1786","TRINITY_DN24683_c0_g1",1.66063723079697,0.342724134776725,4.33249930857036,0.00103918700867963,0.0106606309138178,-0.560467136248237,13.88,22.98,19.9,36,17,103,75.99,39.99,57,38.01
"1787","TRINITY_DN24696_c0_g1",1.82979739092629,-0.193324801534784,6.03993876177425,6.58549860222539e-05,0.00186557252851736,2.00027506276786,10,13,20,16,12,45,33,60,40,38
"1788","TRINITY_DN24716_c0_g1",1.19654057011924,-0.290071677764817,3.54319402410492,0.00421889814813764,0.0271068657215462,-1.83061599276731,17.34,11.43,25.28,19.01,10.41,26.52,35.9,42.67,40.05,18.1
"1789","TRINITY_DN24762_c0_g1",-1.25901148668034,1.28061851039898,-3.69006094083936,0.00323568812441544,0.0225573330908844,-1.79075305343162,176,88,88,53,151,37.96,24,29,66,60
"1790","TRINITY_DN24764_c0_g1",-1.35419456539126,-1.02517962833487,-3.17890322592661,0.0081975586675717,0.0422378657572807,-2.3420477993208,27.71,14.42,25.53,38.54,15.78,8.63,4.33,6.68,8.86,5.38
"1791","TRINITY_DN24769_c0_g1",1.34731459104578,0.296987283124437,5.72814357644726,0.000105725199527095,0.00247439730098029,1.61374519030916,17,25,32,22,18,61,40,57,54,45
"1792","TRINITY_DN24788_c0_g1",1.62592875647569,0.188359012395703,7.38326834298179,9.94716395921075e-06,0.000599818397899592,3.76694671655146,15.12,20,22.57,14.74,22.35,52.83,37.85,67.09,57.74,49.06
"1793","TRINITY_DN24788_c0_g2",3.19935751095914,-1.68501949497584,4.187735344184,0.00133690658279547,0.0125827454481447,-1.10040569652211,5.88,0,8.21,3.42,3.81,14.87,18.15,18.36,38.01,38.55
"1794","TRINITY_DN248_c5_g1",1.67777460772234,-1.12864741856041,4.47297441350076,0.000815840624915332,0.00905814595632129,-0.349242099981335,12.48,14.6,4.9,5.62,5.07,16.53,15.57,19.4,31.27,19.66
"1795","TRINITY_DN24801_c0_g1",-2.18520296549169,-0.0411496680830809,-6.39753304915328,3.89023477471859e-05,0.00135257692182886,2.45643764154833,73,61,61,49,56,15,3,11,32,5
"1796","TRINITY_DN24819_c0_g1",-1.67800039089071,0.547852866022941,-7.47813227505654,8.77994998810828e-06,0.000554646062489196,3.93096613378075,73.03,75.63,81.26,60.91,71.47,23.71,17.38,31.65,23.38,10.22
"1797","TRINITY_DN24819_c1_g1",-3.25523063312411,-1.17345084670977,-4.5136661119718,0.000760971836090698,0.00865011652078954,-0.47493256377844,49.8,33.39,55.27,23.42,28.39,6.15,3.31,3.42,0,8.1
"1798","TRINITY_DN24835_c0_g1",1.47848416321723,0.36924507976782,4.41974162745628,0.000893924060654605,0.00965668790130379,-0.420633288509753,15,23,23,22,30,66,88,62,44,37
"1799","TRINITY_DN24842_c0_g1",1.69037297437503,0.206551971755092,3.18394696164951,0.00812216438740663,0.0420215583749105,-2.50520354405358,58.97,6.7,11.14,36.17,14.2,34.29,42.43,96.45,55.35,58.95
"1800","TRINITY_DN24846_c0_g1",1.03829035206415,-0.149284285835089,3.26138709830442,0.00704872568298183,0.0382545638218983,-2.33670763722824,21.88,23.41,15.79,25.41,10.9,42.62,23.62,22.08,42.34,37.5
"1801","TRINITY_DN24861_c0_g1",-2.45595884993585,-1.78128064695927,-5.35828225709885,0.000188687278937258,0.00355473002598912,0.302687683369579,25,21,20,17,17,6,1,2,3,1
"1802","TRINITY_DN24890_c1_g4",-1.39076508320668,1.02785247450737,-5.48775635888768,0.00015371849704022,0.00312090435704167,1.23423076793804,113,65,139,57.47,101,37,20,35,40,32
"1803","TRINITY_DN24902_c0_g1",2.56855130013926,-0.575848604818344,4.61107380694604,0.000644716975896911,0.00774614557897259,-0.111060417914,12,10,3,14,7,33,83.61,33,57.61,23
"1804","TRINITY_DN24936_c0_g1",-1.66830478455027,-0.99974893074687,-4.09005924638846,0.0015868321342736,0.0140815886447117,-0.905452867277742,39.02,22.99,23.98,16.01,30.04,10.01,8.01,2,12,3.67
"1805","TRINITY_DN24949_c0_g1",-1.06778609143636,0.950316374851248,-4.8611424707444,0.000423692480097822,0.00589387664578021,0.246629814530034,99.32,73.87,82.11,45.78,95.05,27.11,27.54,33.92,54.99,31.57
"1806","TRINITY_DN2495_c3_g2",-2.07147900519083,-1.37622227198,-4.07531661509058,0.00162856920951416,0.0143031661351017,-1.0117281830486,33,22,13.87,17.52,36.7,6,1,4,9,2
"1807","TRINITY_DN24964_c0_g1",2.21626060307236,0.532590951309161,3.99863977012376,0.00186474063321152,0.0156254980405189,-1.12743720337828,10.14,7.23,39.11,30.17,33.04,80.03,43.22,136.52,60.03,137.96
"1808","TRINITY_DN24990_c0_g1",1.33115709593121,0.637250792640042,4.85024717964664,0.000431436920897174,0.00595625983955416,0.257863109995044,20.98,31,22,35.41,34.77,95,53,69,54,59.45
"1809","TRINITY_DN24990_c1_g2",1.87271674184008,-1.81246724339156,3.91735791066009,0.00215409054748216,0.0172103706720188,-1.31266442149231,11.14,3.98,5.58,1.16,5.76,12.65,7.63,16.52,17.67,13.24
"1810","TRINITY_DN24993_c1_g1",-1.46970674187214,0.042418893677106,-3.68566028834911,0.00326143117018096,0.0226757641285073,-1.61827913578109,52.79,58.74,38.72,27.46,78.92,15.43,3,24.59,23.68,19
"1811","TRINITY_DN25_c15_g1",1.13963568502781,0.423208903232483,4.38661185309217,0.000946420946536725,0.0100110427271643,-0.485087700922432,17.51,33.92,22.24,38.53,23.92,59.4,40.71,49.61,59.96,48.92
"1812","TRINITY_DN25_c8_g1",-1.37629287493649,1.33096580513045,-3.74387499213347,0.0029372494105711,0.0211330007272677,-1.70154810529763,101.9,129.68,112.37,76.19,137.32,96.71,26.69,36.04,19.2,60.32
"1813","TRINITY_DN25010_c2_g1",-1.62628607980303,-0.207488183875144,-4.13981185542942,0.00145398271363966,0.0133244166388526,-0.82763423347409,78,47,42,27,36,7,4,21,25,10
"1814","TRINITY_DN25015_c0_g1",2.00981515342282,-1.43148615665809,3.51549440895936,0.00443622309389069,0.027985457005313,-1.8171157007917,11,7,2,3,10,13,7,27,38,18
"1815","TRINITY_DN25030_c1_g1",-1.62549600979973,-0.850853109644104,-5.548331840868,0.000139775830275605,0.00293648017942078,1.19456067229706,25.17,26.07,31.5,22.1,35.04,6.02,3.04,7.15,10.17,9.21
"1816","TRINITY_DN25049_c0_g1",-4.04438547101995,-0.251150203561151,-8.18232492259137,3.59221808512382e-06,0.000339798841509513,3.66424101867063,112.24,110.77,88.36,56.28,116.48,4.01,6.01,5.01,8.01,1
"1817","TRINITY_DN25061_c0_g1",1.00054574503091,1.60158293160141,3.08899037043048,0.00966652853999886,0.0470995389966029,-2.92834715766516,38,47,49,136,67,118,128,91,115,124
"1818","TRINITY_DN2509_c0_g1",2.99022730556828,-0.0842091534552977,4.17531685902197,0.0013662724784597,0.0127707383357796,-0.756590640873892,15,7,7,6,20,144,150,48,56,31
"1819","TRINITY_DN25093_c0_g1",-2.19455740149753,-0.823145023128019,-5.15911700959296,0.00025982379369934,0.00433366328215296,0.624557946549716,38,45,23,30,39,12,5,9,5,2
"1820","TRINITY_DN25099_c3_g1",1.83093781113793,-1.78032687645495,3.42326267011014,0.00524582657208227,0.0312965805089223,-1.98581054126061,12.98,2.41,1.61,6.78,6.33,12.09,7.44,16.09,23.33,9.24
"1821","TRINITY_DN25128_c2_g1",-1.41247672700502,0.656334633977294,-4.94856342829867,0.00036659685061778,0.00538616134574599,0.415993263378256,69.14,54,58.11,67.02,123,20.01,27,31.91,29,16
"1822","TRINITY_DN25138_c1_g2",2.30908196083779,-0.346885143886068,4.18607812717037,0.0013407871892106,0.0126105405513321,-0.73964737866971,22.99,12.99,18.12,2.69,8.51,44.84,17,63.86,96.29,38.92
"1823","TRINITY_DN25154_c0_g1",-1.27443439622917,0.267422149862897,-4.66543100185206,0.00058806785366828,0.00729099581237096,-0.0133315080107979,72.44,38.56,37.73,47.42,75.03,25.85,14.51,21.02,19.87,15.47
"1824","TRINITY_DN25160_c0_g1",1.17858687498615,3.21153663654477,5.71490464391257,0.0001079042653622,0.00250717805882344,1.32745827666898,141.54,132.92,191.12,132.7,267.3,335.17,287.64,324.03,515.85,477.07
"1825","TRINITY_DN25165_c2_g1",-1.36908644012824,0.956625491545844,-5.1465658634372,0.000265164715715981,0.00438776210906843,0.70800225986233,115.59,88.77,74.14,85.74,72.61,29.21,28.9,47.81,45.72,13.54
"1826","TRINITY_DN25195_c2_g1",1.40380407503523,-1.61760829949538,3.04276948518374,0.0105220299382865,0.0497915199559196,-2.52872785092448,6.72,5.73,12.16,4.78,4.73,19.43,12.96,6.71,15.31,12.14
"1827","TRINITY_DN25200_c0_g1",-1.58017202011075,2.83311782524937,-4.80425519701658,0.00046580272812876,0.00624641917792193,-0.0931659377778029,399,270.39,535.51,200.03,373.58,154.19,39,119,230.87,88
"1828","TRINITY_DN25200_c0_g2",-2.25249945736787,0.734885546395136,-6.59627043754803,2.92527282344696e-05,0.00113527317203905,2.82566761665495,102.72,66.16,146.69,67.65,148.74,29.57,10.27,14.75,36,12.81
"1829","TRINITY_DN25212_c3_g1",-2.31944421944964,-0.399944459623911,-6.76403182723957,2.30898202036803e-05,0.000982690462205303,2.76206532399443,54.25,41.11,38.73,39.17,68.19,7.42,9.11,3.27,13.82,7.22
"1830","TRINITY_DN25223_c0_g1",2.1933710330459,-0.807614438391637,3.33795865275942,0.00612842436237109,0.0347799592543537,-2.08163297907147,16,1,23.85,5,18,31.38,32.02,25,49.03,26.25
"1831","TRINITY_DN25227_c1_g1",-1.02513846127758,-0.199477373714519,-3.54700196342582,0.00418988461769845,0.0269854368550902,-1.83663288593288,45.53,42.97,28.3,38.18,25.7,16.06,8.09,12.05,18.46,20.96
"1832","TRINITY_DN25228_c0_g1",-1.96907948737525,-0.0229916021355679,-7.11712418258306,1.42011834116636e-05,0.000737383058441074,3.37112469011884,48.18,55.26,56.86,47.82,63.32,21.72,6.26,14.34,9.1,11.33
"1833","TRINITY_DN25242_c0_g1",-1.11606855388375,-0.0489320927652964,-4.67176177620749,0.000581817420222003,0.00724310629093306,0.0130055910623144,39,43,44,32,45,13,10,13,32,17
"1834","TRINITY_DN25260_c0_g2",2.82407194928717,-1.43987338272057,3.89982183957773,0.00222238184050147,0.0175286500415771,-1.33532215347082,6.68,17.67,12.74,0,2.3,18.61,21.2,33.22,34.72,20.36
"1835","TRINITY_DN25276_c0_g6",1.2714522464166,-1.22719311382125,3.18923536249073,0.00804386456878237,0.0417395380424196,-2.31503728697706,15.68,7.13,4.81,6.74,10.13,30.6,10.59,11.25,20.69,13.51
"1836","TRINITY_DN25292_c4_g1",-2.41736767776262,-1.94727621319452,-3.57707364586344,0.00396781278501181,0.0259800978158325,-1.85711810703139,13.13,19.13,16.72,14.97,22.2,0,6.13,6.83,2.22,1.16
"1837","TRINITY_DN253_c4_g1",2.09280709439852,-1.52445372055134,3.08796717610431,0.00968468839183875,0.0471655790591449,-2.46201085778046,2.52,4.24,12.01,11.22,3.5,8.63,8.56,27.67,33.57,19.84
"1838","TRINITY_DN25305_c1_g1",-1.89859270584793,-0.745082252496417,-4.23225202138793,0.00123691539281634,0.0119688783367148,-0.676074611270292,62,35.25,24.61,18.48,36.07,11.89,2.5,13.38,7.59,3.62
"1839","TRINITY_DN2532_c1_g1",-1.28563723038943,-0.316861342409057,-3.95081858930556,0.00202973092648152,0.0165590362715249,-1.13751803356666,40,30,44,29,38,21,7,5,25,12
"1840","TRINITY_DN25327_c0_g2",-1.21475628923282,-0.59773491764573,-4.04702970663686,0.00171186623755961,0.0147864247303644,-0.964030703795315,32.13,21.28,28.36,32.06,29.76,6.69,16.34,8.31,14.24,7.91
"1841","TRINITY_DN25335_c0_g1",-1.89123293783291,-0.506898015480822,-6.45413750384001,3.58491611226272e-05,0.00128627973927848,2.42661215004086,47.25,43.3,34.85,25.28,40.14,6,10,9,8,10
"1842","TRINITY_DN25349_c0_g1",-1.27470370344798,1.03498160299181,-6.53693509294802,3.18340427700752e-05,0.00119084279250836,2.75720260496238,120.38,81.02,75.32,82.28,83.23,28.08,25.1,43.06,39.19,34.15
"1843","TRINITY_DN25370_c0_g1",2.29232337368049,1.51291937162876,6.75939712523604,2.32400801544573e-05,0.000985230864911212,3.05738828055688,26,43,47,25.03,50.29,155,186.78,155,331.15,91.84
"1844","TRINITY_DN25404_c5_g1",2.3535086898768,-1.56024966254915,3.6429697487661,0.00352234476956367,0.0239210705907526,-1.67374403394927,8.01,1,8,8,5,20,29,20,16,14
"1845","TRINITY_DN25405_c0_g1",2.98841816913142,-1.61423618016144,4.2162164396722,0.00127200680518805,0.0121913166768252,-1.00136483348983,4.02,4.05,5.13,4.07,2.1,44.05,12.01,17.09,19.01,33.17
"1846","TRINITY_DN25405_c2_g3",1.26178164717312,1.6845809657361,3.32024517778143,0.0063298598863273,0.0354862305789763,-2.52443588959361,61.18,44.55,45.42,133.72,43.57,250.88,64.41,119.12,197.83,97.69
"1847","TRINITY_DN25406_c1_g1",1.83416165599675,-0.0922757008355878,3.83497768747597,0.00249492760940437,0.0189052114242286,-1.34258284663039,51.1,11.4,9.66,16.62,7.13,84.45,30.54,44.98,59.6,26.88
"1848","TRINITY_DN25429_c0_g1",1.66468364140185,-0.471907480681847,5.53288982340339,0.000143198172446352,0.00298646157880733,1.2693858084724,10,14,18,8,12,30,42,31,34,29
"1849","TRINITY_DN25449_c1_g1",1.90664863906011,-0.124569017298045,3.25204457727286,0.00717021341408379,0.0386631384758036,-2.32521074679858,42,16,3,42,6,45,45,33,67,39
"1850","TRINITY_DN2545_c0_g2",-1.26461438773407,3.68400584938006,-6.62710845328008,2.80000732578688e-05,0.00110840755791029,2.65311143051986,840.17,524.77,443.28,372.37,622.6,235.13,202.29,243.92,240.4,208.63
"1851","TRINITY_DN25453_c1_g1",-1.26849282701483,0.113220889248211,-4.03040589748462,0.00176286570249787,0.0150879667072481,-1.04807201919724,74.25,34.25,41.39,27.96,73.34,18.66,14.98,12,27.5,15.13
"1852","TRINITY_DN25454_c2_g1",-1.44098896295086,1.35425346468701,-5.04045382537212,0.000315216299362766,0.00489855135389721,0.501906895414114,132.22,120.85,150.9,53.66,149.27,41.41,23.08,52.58,51.68,37.5
"1853","TRINITY_DN25459_c1_g1",-1.09551775788766,-0.610857077091227,-3.37449865863957,0.00573321693569674,0.0332766409507503,-2.07148059178899,38.85,22.1,35.69,16.32,31.01,8.26,5.16,11.53,24.39,7.38
"1854","TRINITY_DN25471_c1_g4",1.90220779113938,-1.95311650852105,4.14871307885139,0.00143145852916986,0.013192313128201,-1.05457172059507,8.23,7.08,1.12,2.83,4.13,11.32,10.83,10.49,16.28,10.58
"1855","TRINITY_DN25482_c0_g1",-1.92111532571981,-1.92565312350688,-4.23861516771265,0.00122327086353956,0.0118752201372279,-0.937909737079527,19,13,19,11,13,1,3,3,3,3
"1856","TRINITY_DN2551_c0_g1",1.31410320673851,4.0522836545459,6.38668579498879,3.95184144598705e-05,0.00136333328670079,2.24776716969798,313.05,178.92,331.34,299.18,339.81,872.38,409.02,814.07,1028.3,565.34
"1857","TRINITY_DN25524_c1_g2",2.28546191334946,-0.234976400114815,5.08494967595459,0.000293114086354196,0.0046830986041373,0.639155278540895,14,11.63,16,22,4,68.75,33,53.83,68,28.97
"1858","TRINITY_DN25528_c1_g1",1.21326227783052,3.92723492722317,7.96085459036512,4.72919504560916e-06,0.00039665336886832,4.45298131964376,274.86,323.22,262.4,272.87,226.41,562.98,729.21,526.05,767.68,573.26
"1859","TRINITY_DN25547_c0_g1",1.11954562218787,-0.811717398465823,3.13525352270473,0.00888026327044867,0.0445618968117883,-2.44886907700354,12,8.55,15.96,9.25,13.83,22.66,13,15.06,49.73,15.06
"1860","TRINITY_DN25555_c0_g1",-1.4800899814389,1.40640630918332,-4.87594852367413,0.000413401392819313,0.00581466644862562,0.228349222030544,166,131,126,52.9,164,35.96,42,34,55,41
"1861","TRINITY_DN2556_c2_g1",1.32670506409428,-1.37127642617421,3.55090428492639,0.00416036359204702,0.0268748617737565,-1.745553056055,8.65,9.83,7.23,5,7.53,16.28,16.74,8.28,23.42,12.9
"1862","TRINITY_DN25579_c0_g1",-1.55664276850184,0.126642630013015,-6.26960027458651,4.68699195785608e-05,0.00150846260106361,2.35678572326371,43.09,72.02,47.76,47.21,56,18.09,11.04,18,18.03,12
"1863","TRINITY_DN25582_c1_g2",-1.12213778248315,0.296496824856433,-3.09105963968895,0.00962990734605056,0.0469968856401109,-2.69347001437169,62.69,48.14,29.97,47.65,74.6,8.48,28.03,27.18,29.93,18.24
"1864","TRINITY_DN25585_c0_g1",-1.99158467858944,-0.964016575230618,-6.6993190388547,2.52850807816118e-05,0.00104187941575201,2.44068088614606,37,27,30,22,30,4,6,5,8,5
"1865","TRINITY_DN25600_c0_g3",-1.64601740341099,0.140147345259148,-4.76675983216212,0.000495941562181463,0.0065140684638039,0.160324544242321,70,53.46,35,48.25,75.92,15,8,8,34,20
"1866","TRINITY_DN25603_c0_g2",1.45678423082449,-1.17497471727894,4.32166295850403,0.00105887574571902,0.0107815023936043,-0.568468156339001,8.18,7.21,12.2,6,8,17.37,20.15,19.53,16.82,17
"1867","TRINITY_DN25616_c0_g1",-1.44465989852,-0.669225388324542,-4.59048246950897,0.000667642739469822,0.00794090449212838,-0.113737963603807,32.79,38.91,26.24,21.51,28.03,9,15.49,8,8,6
"1868","TRINITY_DN25617_c0_g2",-2.20476864127889,1.04642077888936,-7.17210486141246,1.31847045391585e-05,0.000703067906460165,3.59021234673764,78,95,153,141,166,21,17,27,34,23
"1869","TRINITY_DN25634_c0_g1",1.08263193539205,1.14863864811436,3.23222284296564,0.00743503703344184,0.0396353130732074,-2.58834497075798,37.51,37.72,67.35,47.05,33.95,177.55,50.15,101.51,97.62,48.99
"1870","TRINITY_DN25684_c0_g3",-2.44478214190387,-0.276230254635334,-7.76386436702056,6.06769721562685e-06,0.000453958898562806,3.8787164152486,53.71,59.01,74.06,36.01,49.34,4.93,7.28,9.54,10.81,9.2
"1871","TRINITY_DN25696_c1_g1",2.12485516929187,-1.22179616584889,4.00841212935238,0.00183276722454632,0.0154752600900491,-1.06781503169807,8.13,8.73,1.61,8.18,8.01,18.6,37.36,23.11,27.61,11.31
"1872","TRINITY_DN25707_c0_g2",-2.03245048534235,0.112455583091962,-3.86730125771373,0.00235500498351973,0.0182417378637644,-1.2996044210032,42.7,61.37,52.89,44.27,141.55,24.76,6.86,3.11,26.91,17.52
"1873","TRINITY_DN25732_c0_g1",1.22164821715756,-0.238606710936408,3.05050206740732,0.010373783871911,0.049293010405751,-2.67636930986604,18,15,23,8,20,45,22,61,20,34
"1874","TRINITY_DN25755_c1_g1",-1.04877395745848,-0.956825949947234,-3.36201540021665,0.00586523289545858,0.0337511513348378,-2.05869648185091,29.82,18.98,22.78,22.08,15.68,11.48,5.27,9.21,8.14,6.98
"1875","TRINITY_DN25778_c0_g1",-2.81627711732805,0.570790201647508,-7.22069965316962,1.23508922291762e-05,0.000677878283791244,3.57261337279883,157.44,123.46,128.55,50.23,112.56,13.04,15.06,10.04,26.08,7.04
"1876","TRINITY_DN25802_c0_g1",-1.29970609216282,2.00959145818033,-6.55862741346429,3.08632670034299e-05,0.00117016194329111,2.74443682154677,199.49,175.42,142.61,127.96,229.83,62.48,50.57,77.76,110.04,49.9
"1877","TRINITY_DN25818_c1_g1",1.10419947196633,0.375903278513229,3.40207761963284,0.00545216633612699,0.032125314612532,-2.16509675479753,47.47,18.67,21.49,19.75,27.3,69.96,20.35,52.59,58.49,63.98
"1878","TRINITY_DN2582_c0_g1",1.02996661437782,8.74970016101255,11.9782768477109,6.57933639102106e-08,4.52983146384844e-05,8.58172378102817,7681.58,8234.55,7279.64,9250.79,8394.82,18839.65,16137.74,17233.68,16618.61,16164.7
"1879","TRINITY_DN25826_c0_g1",-1.4054783776475,1.42558273315797,-3.25355787896903,0.0071503918795797,0.0385983490196724,-2.58622026491563,105,173,221,78,84,31,18,47,139,32
"1880","TRINITY_DN25834_c0_g2",1.00407566277082,1.34077991155028,5.78987993538622,9.61618497908785e-05,0.0023256288003449,1.66682531203166,52.22,49.09,65.86,39.62,46.37,118.46,61.94,91.54,126.97,89.33
"1881","TRINITY_DN25843_c2_g1",-2.10791980047044,-1.39712947286891,-3.71365214295197,0.00310119789409671,0.0219146751536721,-1.53098805585803,30,26,11,22,31,4,8,4,5,1
"1882","TRINITY_DN25843_c4_g1",-1.15872755386197,0.2493465819321,-3.6327690670879,0.00358779864403597,0.0242324544949411,-1.7445313936947,36,74,52,30,70,21,15,28,18,18
"1883","TRINITY_DN25850_c0_g1",1.37694611256949,-0.880421037665939,3.29599820228812,0.00661653796559104,0.0366033001719953,-2.16647770112616,9.15,8.05,11.13,15.21,8.09,17.06,34.23,21.2,16.14,24.24
"1884","TRINITY_DN25866_c0_g2",1.43199005741842,-0.137462284076104,3.68952662629161,0.00323880261150206,0.0225703667959268,-1.59523588708498,10.81,31.28,34.78,9.75,10.29,43.65,23.99,34.54,51.13,42.71
"1885","TRINITY_DN25868_c1_g3",2.41791170232231,-1.93029284841596,4.506764857544,0.000769998952152795,0.00870707131113153,-0.701297051591496,3.22,4.22,5.14,1.06,5.5,15.67,11.82,19.33,12.52,16.17
"1886","TRINITY_DN25872_c0_g1",-1.46756494188284,0.0685579991320019,-5.09137525772685,0.000290059678749677,0.00464565252852581,0.665745015866795,50.96,58.12,42.89,62.08,36.53,13.84,7.66,16.38,20.67,20.09
"1887","TRINITY_DN25884_c0_g1",-1.64133704409226,5.17179956254819,-5.77117277569672,9.89589832076593e-05,0.00237427351373965,1.1678192002678,1794.3,1804.64,1735.73,1301.69,2135.05,556.53,517.68,1293.45,366.06,377.68
"1888","TRINITY_DN25897_c0_g1",-1.39408242321462,0.121778163287964,-4.9733669183071,0.000351914221710625,0.00524310281973931,0.482541220076318,73,38,41,51,52,18,7,14.01,30,18
"1889","TRINITY_DN25917_c0_g1",-1.40447109517842,-0.686098653548143,-3.24804201832247,0.00722290830629493,0.0388644002337569,-2.26077177034734,51,21,28,20,35,19,6,10,16,2
"1890","TRINITY_DN2593_c0_g1",1.15787061013796,0.392059572983568,5.4372747763035,0.000166460466947979,0.00328995321866552,1.18343110264219,25,21,20,31,32,54,36,50,72,46
"1891","TRINITY_DN2593_c0_g2",1.52952646708182,-1.16402727164455,3.6503219972167,0.00347592848748142,0.0237035138368357,-1.58710172753402,7,19,11,4.13,5.19,21.7,19.35,12.94,27.3,14.84
"1892","TRINITY_DN25930_c0_g1",-1.00904790275685,0.494812861402798,-4.03818076780085,0.00173882048866776,0.0149220866518031,-1.0799230386537,49.2,47.77,56.67,49.35,80.76,36.21,13.79,22.87,25.1,31.87
"1893","TRINITY_DN25934_c0_g1",2.93626983753358,1.16266719685423,8.80079454123941,1.71386166918375e-06,0.000220897274996619,5.45948333063135,10.57,36.78,21.38,26.25,32.27,236.32,144.87,174.44,160.7,132.16
