"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Expression"	"10L1brain"	"10L2brain"	"10L3brain"	"10L4brain"	"10L5brain"	"22L1brain"	"22L2brain"	"22L3brain"	"22L4brain"	"22L5brain"
"14259"	"TRINITY_DN18601_c0_g1"	0.836036511200788	-0.808813754806314	2.38199818265541	0.0340319171201381	0.109189932049829	-3.67142157205467	"Unchanged"	19.67	13.42	8.33	6.42	13.59	14.61	17.73	15.63	16.75	28.75
"14260"	"TRINITY_DN18602_c0_g1"	-0.0790231873229442	0.385321454470514	-0.37171678378546	0.716380233723251	0.826132403233986	-6.26666335326456	"Unchanged"	32	40.47	36	25	49	35	30.79	29	32	28
"14261"	"TRINITY_DN18603_c0_g1"	0.413461781108202	0.936410949712135	1.01337686409799	0.330252884273727	0.506756561732194	-5.94254338275322	"Unchanged"	87	51	21	79	23	40	55	63	62	56
"14262"	"TRINITY_DN18604_c0_g1"	0.0894674587439488	-1.51084416005055	0.152584775727511	0.881181360677066	0.931776489497175	-5.81087872851511	"Unchanged"	14.97	9.96	11.81	7.75	5.29	11.1	6.81	16.02	2.03	12.33
"14263"	"TRINITY_DN18604_c2_g1"	-0.488404413583158	0.457783067113112	-1.42261268648621	0.179523826793367	0.337830338861911	-5.3711487494038	"Unchanged"	65	41.01	50.01	19	53.43	30.25	21.01	60	23.24	19.07
"14264"	"TRINITY_DN18605_c0_g1"	0.812254682657375	-0.786773897677983	1.30397046398689	0.215939385221371	0.382122773126256	-5.21874272036671	"Unchanged"	16	40	14	1	20	18	17	18	19	20
"14265"	"TRINITY_DN18606_c0_g1"	1.31171951444859	-1.66678382060679	2.43643873851006	0.0307806027552701	0.101865732153378	-3.4338514624369	"Unchanged"	2	10	7	4	12	12	11	10	10	14
"14266"	"TRINITY_DN18607_c0_g1"	-0.27527279348306	3.11796721414323	-2.16657649922359	0.0504123531879423	0.143056395333405	-4.8294806675876	"Unchanged"	243	258	284	238	214	234	150	212	280	159
"14267"	"TRINITY_DN1861_c0_g1"	0.588527952273111	6.66905893712425	5.57821448275696	0.000106676033284855	0.00222888528388511	0.916374190424104	"Unchanged"	1920	2093	2317	2383	2105	3357	3023	2702	4157	2806
"14268"	"TRINITY_DN1861_c0_g2"	-0.0954334648017615	6.60906792314279	-1.10718138262269	0.28923862223928	0.464288663892032	-6.8038229339211	"Unchanged"	2473.98	2698.7	3202.41	2145.05	2710.85	2283.1	2239.28	2444.9	2791.54	2331.75
"14269"	"TRINITY_DN1861_c0_g3"	0.137823544901868	0.84061315483669	0.549267114350625	0.592579744682101	0.736503154038463	-6.28461450754865	"Unchanged"	36	56.4	72.96	32	40	37	48	57	55	38.51
"14270"	"TRINITY_DN1861_c1_g1"	-0.00152477535668499	3.77900991257243	-0.0132365073012556	0.989649766079276	0.993936294539469	-7.09014655973427	"Unchanged"	431.74	322.76	395.91	249.04	389.55	361.02	293.22	344.42	431.36	355.53
"14271"	"TRINITY_DN1861_c1_g2"	0.112219253000498	4.86678039930064	1.16250821208342	0.266922319524407	0.440144160197475	-6.57589450243933	"Unchanged"	750	685	792	615	793	694	648	739	1077.26	793
"14272"	"TRINITY_DN1861_c2_g1"	-1.58573202869814	2.64574214562563	-9.34769064191409	5.72111229011982e-07	0.000119336657321901	6.61876056857276	"Down-regulated"	356.18	297.65	245.75	254.05	258.85	114.45	56.92	88.64	134.08	77.83
"14273"	"TRINITY_DN1861_c3_g1"	0.341136228310016	0.518432943899644	1.10154508770827	0.291589347276776	0.466714933599932	-5.76113917290077	"Unchanged"	60.92	30.17	38.17	17.75	35.53	37.5	30.21	55.66	70.78	20.5
"14274"	"TRINITY_DN18611_c0_g1"	0.343243712892631	2.79790342412515	3.26883843404545	0.00645912539505876	0.0347927367174353	-2.78488451041544	"Unchanged"	176	131	173	141	177	219	174	215	226	180
"14275"	"TRINITY_DN18612_c0_g1"	0.356496636829883	3.41713488153867	3.46449961974569	0.0044721783596621	0.0271967562606058	-2.5341673613493	"Unchanged"	236.52	252.47	277.37	212.07	236.03	319.07	264.97	356.29	330.46	297.36
"14276"	"TRINITY_DN18613_c0_g1"	0.547683939011027	-0.768213228883705	1.27416368869718	0.225976046621876	0.394039309277383	-5.27193091511201	"Unchanged"	15.01	15	9.14	13	14	32.05	12	18	7.96	23.05
"14277"	"TRINITY_DN18614_c0_g1"	-0.185410357876577	1.47426833817367	-0.687151359778683	0.504640991233892	0.666133591124082	-6.34394467140504	"Unchanged"	90.56	108.64	105.87	40.75	63.75	51.77	48.93	56.9	97.05	85
"14278"	"TRINITY_DN18615_c0_g1"	1.20706773501457	-1.14208356602435	2.47204913499878	0.0288179815180976	0.0974338984484041	-3.45460133031331	"Unchanged"	12.88	6.45	13.77	2.52	13.5	20.03	10.57	13.79	41.52	7.87
"14279"	"TRINITY_DN18618_c0_g1"	-0.117771237342078	4.27244297662215	-1.18699224827141	0.257481186338082	0.429764617065502	-6.46050458376447	"Unchanged"	534	486	505	470	604	575.8	355.96	501.95	539.96	445
"14280"	"TRINITY_DN1862_c0_g1"	0.50619102292416	7.97921590810961	6.45558221144558	2.69041336207223e-05	0.000980966528379418	2.27120379738127	"Unchanged"	5626.95	5347.49	4901.83	5436.74	5761.62	8329.04	7568.62	7630.26	8022.35	7141.19
"14281"	"TRINITY_DN18620_c0_g1"	-0.351385372007769	1.05169671343488	-1.12161381008796	0.283284796553138	0.458105682999984	-5.85648966636348	"Unchanged"	68.11	98.73	45.97	59.68	50.07	48.33	57.33	34.96	82.99	21.55
"14282"	"TRINITY_DN18621_c0_g1"	-4.11223045505137	-2.53067263604401	-5.56836795326394	0.000108404078086935	0.00224791659548225	0.813119940795593	"Down-regulated"	18	15	30	11	31	0	0	0	12	0
"14283"	"TRINITY_DN18628_c0_g1"	0.439084196320292	0.1905269310684	1.31063653747374	0.213744805773287	0.379487871869836	-5.45472239939135	"Unchanged"	20	17	54	21	34	25	18	37	53	37
"14284"	"TRINITY_DN1863_c0_g1"	0.0534263003078231	6.64170741842319	0.760792302043847	0.461009045152632	0.629334974341964	-7.13113690999282	"Unchanged"	2575	2337	2667	2434	2706	2590	2588	2842	2712	2305
"14285"	"TRINITY_DN18630_c0_g1"	-2.59033702923758	1.27683840713818	-7.39708451547507	6.88599926303623e-06	0.000430296751320912	4.17622799428594	"Down-regulated"	217.12	187.01	143.12	100.19	151.24	26.87	12	12	68.9	23.09
"14286"	"TRINITY_DN18630_c1_g1"	-1.41135491696474	1.02145901672677	-5.71917344471317	8.48808189061902e-05	0.00194644133621449	1.78056465550164	"Down-regulated"	134.4	66.61	91.95	69.77	83.49	30.54	16.36	25.51	54.97	31.67
"14287"	"TRINITY_DN18633_c0_g2"	0.680174307903054	-0.420098274933176	1.32870800581312	0.20788631490653	0.372716552435994	-5.29543716612148	"Unchanged"	5	37	32	14	16	30	14	17	34	21
"14288"	"TRINITY_DN18635_c0_g1"	0.209837308191863	3.13409686585371	1.63530574295121	0.127108495924845	0.26788227829095	-5.66679531963787	"Unchanged"	208.27	202.45	265.15	154.7	232.3	234.39	185.05	235.89	326.06	252.72
"14289"	"TRINITY_DN18635_c0_g3"	0.774340984319608	1.32889636643324	1.94612449418571	0.0746661197065877	0.186901489542705	-4.8034725582547	"Unchanged"	24	38	134	68	42	112	105	70	75	64
"14290"	"TRINITY_DN18635_c0_g4"	0.0424148979803601	3.04184030796061	0.420002522392264	0.681672178063127	0.801609578527405	-6.84990920603924	"Unchanged"	233	209	218	198	187	224	174	229	255	200
"14291"	"TRINITY_DN18635_c2_g2"	-0.141288194083424	3.21245252863915	-1.06769216918882	0.306012473412736	0.482066367892775	-6.3946321442248	"Unchanged"	305	239	271	189	252	234	229	248	214	220
"14292"	"TRINITY_DN18635_c4_g1"	0.120166187641719	-1.42344227334805	0.106070896563686	0.917223400333038	0.95290997742681	-5.84439998971487	"Unchanged"	137.76	3.62	0.84	8.92	14.11	7.94	16.82	1	14.82	24.71
"14293"	"TRINITY_DN18638_c0_g2"	-0.0698524047121316	-1.28115103743235	-0.114224631051868	0.910889079434026	0.94902770090467	-5.88926953460138	"Unchanged"	11	6	22.02	11.05	14	2	6	6	36.04	15.02
"14294"	"TRINITY_DN18639_c0_g3"	0.318582074275835	3.64630015987806	2.64407680301762	0.0209224088782264	0.0781424070876702	-4.09565014020349	"Unchanged"	269.57	293.62	391.15	235.56	271.72	371.5	296.18	418.93	440.8	298.06
"14295"	"TRINITY_DN18639_c0_g4"	0.492282131689408	2.06890518098574	3.64561335077882	0.0031877855116702	0.0216719856966173	-1.94593435282653	"Unchanged"	91.27	88.19	96.87	105.23	81.51	124.56	113.91	127.36	149.87	122
"14296"	"TRINITY_DN18639_c2_g1"	0.613371088087757	0.558731925579955	2.42771967664468	0.0312804307595829	0.103027438864792	-3.85893335468703	"Unchanged"	29.82	44.45	42.95	29.18	20.75	54.63	29.78	40.63	59.71	44.43
"14297"	"TRINITY_DN18639_c4_g1"	-0.395466602320129	-1.23316690980403	-0.738426692022408	0.474004985129463	0.64036015727221	-5.64043688943432	"Unchanged"	18.2	7.56	24.3	21.5	6.08	12.98	6.19	13.99	4.76	6.59
"14298"	"TRINITY_DN1864_c0_g1"	0.143632904467038	3.14629756346552	0.574021055959998	0.576221751209345	0.724133676910498	-6.79108978722281	"Unchanged"	263.14	193	199	205	220	410	301.05	208	165.13	191.43
"14299"	"TRINITY_DN18640_c0_g1"	-0.45959732445543	-1.85510547790438	-0.647852149924257	0.528898090300792	0.686823560712825	-5.50799278128681	"Unchanged"	12	19	9	3	11	11	0	6	16	5
"14300"	"TRINITY_DN18643_c0_g1"	0.17492921988856	1.28637782443628	0.563887921987514	0.582888969756304	0.729404950155903	-6.37971105485025	"Unchanged"	49.02	69.52	92.08	33.02	78.02	59.48	29.02	70.09	126.59	69.57
"14301"	"TRINITY_DN18643_c1_g1"	-0.306565139831561	-0.877206631236896	-0.543521969491444	0.596410309368071	0.739383859769886	-5.87229440103044	"Unchanged"	8.38	57.3	14.83	22.41	9.1	9.97	11.43	14.71	13.3	6.15
"14302"	"TRINITY_DN18643_c3_g1"	0.319767915999468	-0.448641377350848	1.06048590738529	0.309150354373644	0.485517753942297	-5.59120743947096	"Unchanged"	17.75	13.47	19.37	12.5	30.69	13.06	22.22	17.06	33.19	15.37
"14303"	"TRINITY_DN18644_c0_g1"	-0.0942301896558893	-0.886554590726214	-0.157130446266025	0.877672501109309	0.929880715726662	-6.01136786046762	"Unchanged"	9	24	15	11	20	14	21	24	3	14
"14304"	"TRINITY_DN18646_c0_g1"	-0.265247611191998	2.74727475689749	-1.76868683367749	0.101526611629656	0.230294211009792	-5.38943162757218	"Unchanged"	223.24	184.81	151.51	172	224.24	154.36	170.31	170	173.36	122.47
"14305"	"TRINITY_DN18649_c0_g1"	-0.893138666923871	1.14979461227638	-1.22019593677774	0.245096529375515	0.415808985143932	-5.75934569049552	"Unchanged"	47.33	36.74	418.33	113.74	42.68	52.32	12.15	127.92	59.55	17.58
"14306"	"TRINITY_DN18649_c0_g2"	0.0443276215977801	0.403696549369269	0.0635149660847193	0.950369219973516	0.971871932786456	-6.3407989572551	"Unchanged"	101.17	15.44	11.34	50.12	58.76	124.56	20.39	13.69	72.95	12
"14307"	"TRINITY_DN1865_c0_g1"	0.900255696507184	3.80935976405577	6.84243225178845	1.51551683922162e-05	0.00068619114595336	3.21660418674724	"Unchanged"	214.7	287	291.01	289	248.07	477.34	404	567.03	522.72	506.01
"14308"	"TRINITY_DN1865_c0_g2"	0.260333143596253	5.06249904561584	3.39115314123331	0.00513201305878108	0.029774078052802	-2.92176620138212	"Unchanged"	787.41	754.15	915.53	767.53	732.67	966.84	879.99	969.52	1050.09	840.88
"14309"	"TRINITY_DN1865_c1_g1"	-0.24387133940285	3.39960425189791	-0.917322120747666	0.376476913072139	0.551982340667765	-6.57927694815093	"Unchanged"	276	312	456	166	346.43	282	112	313	405	230
"14310"	"TRINITY_DN1865_c1_g2"	-0.196740360473121	4.65920025086031	-0.661512457714533	0.520391227609224	0.679530998749019	-7.00513833496155	"Unchanged"	592.58	614.17	1309.2	420.77	843.33	751.68	257.57	740.85	1007.09	542.63
"14311"	"TRINITY_DN1865_c2_g1"	-0.316161783705358	5.59201048705458	-2.06227034585792	0.0607905252821395	0.162324052324076	-5.37985080798533	"Unchanged"	1356.73	1182.49	2043.43	1121	1442.63	1059.28	749.66	1185.89	1694.07	1021.05
"14312"	"TRINITY_DN18650_c0_g1"	-0.154388774085895	0.516962439824239	-0.646309206830346	0.529863931945677	0.687701611498994	-6.1524215428529	"Unchanged"	39.71	49.14	39.25	27.63	47	45.29	29.42	40.54	25.92	28.79
"14313"	"TRINITY_DN18651_c0_g1"	-0.422698286624111	0.0278361330731407	-0.965920294662836	0.352552015953423	0.529311117341544	-5.78767244185954	"Unchanged"	39.71	29.77	47.73	30.73	17.22	20.75	35.43	6.95	23.97	34.84
"14314"	"TRINITY_DN18652_c0_g1"	-0.723426185037247	-0.902441547628845	-2.31170080370745	0.0387197384276066	0.119428665827558	-3.76851098622456	"Unchanged"	26.75	11.02	17.09	17.93	25.66	10.11	6.41	10.32	14.56	5.82
"14315"	"TRINITY_DN18655_c0_g2"	-0.305517607911313	1.55712620580459	-1.16175078003667	0.267218607086912	0.440564553841928	-5.9286944120451	"Unchanged"	119.27	67.19	129.11	77.81	55.2	52.43	46.39	63.36	98.45	84
"14316"	"TRINITY_DN1866_c0_g1"	-0.0667127683866969	3.01603076239508	-0.602630762196066	0.557618704735096	0.709700415806963	-6.74644488757841	"Unchanged"	209	177	240	206	238	226	162	230	220	187
"14317"	"TRINITY_DN1866_c1_g1"	-0.088607373077544	4.97654559154847	-0.803702730826203	0.436710440820155	0.607679281162452	-6.94063870501747	"Unchanged"	880.84	719.76	966.54	739.02	919.74	823.74	668.69	650.98	1173.18	704.72
"14318"	"TRINITY_DN1866_c1_g2"	0.102750728877065	4.44574196615044	0.939109231469718	0.365614576247415	0.54156713423052	-6.74755429812472	"Unchanged"	628	494	454	533	621	583	479	550	786	539
"14319"	"TRINITY_DN1866_c1_g3"	-0.910297674692896	3.93061443735641	-7.01305142290392	1.18400135454249e-05	0.00059502035814523	3.45752256165434	"Unchanged"	598.06	461.99	501.84	570	576	289.33	188.28	294.99	355	333.37
"14320"	"TRINITY_DN18661_c0_g2"	0.925349653672286	-0.314122674655995	3.78272217540153	0.00247078580915758	0.0182763597705559	-1.34967822265324	"Unchanged"	17	14	11	20	20	26	24	28	33	22
"14321"	"TRINITY_DN18661_c1_g1"	0.819856228122884	-0.214451433830333	1.94476355667391	0.0748447505191932	0.187258161211405	-4.49178116325861	"Unchanged"	12	15	12	24.81	34	31	38	14	53.87	16.48
"14322"	"TRINITY_DN18662_c0_g1"	0.264729991392376	-0.286320520843817	0.585276007702731	0.568864144436415	0.718582683641326	-6.01132723519731	"Unchanged"	21.39	12.71	24.52	17.13	31.09	52.85	16.72	7.89	46.11	12.31
"14323"	"TRINITY_DN18663_c0_g1"	-0.726570822634846	-0.642370152134132	-1.93324986639789	0.0763717420163586	0.189647362758594	-4.41137944660402	"Unchanged"	26.46	16.42	28.41	32.5	14.77	6.32	11.4	9.86	24.12	9.57
"14324"	"TRINITY_DN18665_c0_g1"	0.0627062518267176	-0.0503435067438558	0.289142134764352	0.777251646791138	0.867130848334855	-6.19732537689425	"Unchanged"	29	20	24.01	21	36	20	19	25	32	23
"14325"	"TRINITY_DN18666_c0_g1"	0.76007520543315	6.55627521292471	8.57952382150021	1.45039128035345e-06	0.00017986655845637	5.40977916972295	"Unchanged"	1743.64	1862.27	1771.38	2046.19	2004.09	3489.49	2930.86	3021.72	3413.73	2772.92
"14326"	"TRINITY_DN18666_c0_g2"	-0.0638155519385675	0.247648760715215	-0.273084161792588	0.789285125608804	0.874988467133105	-6.2688450052252	"Unchanged"	43.01	25.25	24.44	35.21	38.16	29.04	27.77	20.14	39.27	25.37
"14327"	"TRINITY_DN18667_c0_g1"	-0.420464752935434	2.31433681008293	-2.52748779477128	0.0260010860057874	0.090772558868804	-4.04020526347981	"Unchanged"	164	165	151	132	137	154	91	112	145	66
"14328"	"TRINITY_DN18669_c0_g1"	0.145545432871473	2.87881944646327	0.640507038385484	0.53350494371405	0.690826544389001	-6.6930866538269	"Unchanged"	240.1	158.65	253.71	109.1	178.09	209.28	104.73	218.25	327.18	193.96
"14329"	"TRINITY_DN1867_c0_g1"	-0.0999848246731536	6.34329045439709	-1.25343110712914	0.233175512309256	0.402393154898031	-6.61618055502136	"Unchanged"	2440.95	2075.78	2069.97	1945.31	2412.67	1933	1862.03	1960.31	2186.73	2108.16
"14330"	"TRINITY_DN1867_c1_g1"	-0.0628598843021941	6.96181663959247	-0.925572334857941	0.372337516393005	0.548186474254762	-7.01369302786729	"Unchanged"	3714.97	3053.91	3436	2873	3547.97	3292	2698	3125.95	3903	2659
"14331"	"TRINITY_DN18670_c0_g1"	0.0685951608529936	-1.18605365292542	0.153108831671036	0.880776700015583	0.931456488696821	-5.91483241478654	"Unchanged"	11	10	11	11	15	10	18	8	5	18
"14332"	"TRINITY_DN18671_c1_g2"	-0.0996829659975988	-1.15207095613879	-0.330207112129169	0.746757549319178	0.846709063550968	-5.8827639250593	"Unchanged"	10.32	12.07	15.44	10.54	17.83	12.28	5.38	9.61	15.84	6.91
"14333"	"TRINITY_DN18671_c1_g3"	0.890888963720425	0.285015661539733	2.28664807029362	0.0405347544335217	0.123158161431884	-4.04012655535894	"Unchanged"	37.79	20.75	21.91	15.73	27.79	42.68	102.17	32.14	32.87	26.12
"14334"	"TRINITY_DN18671_c2_g2"	0.300695041573784	-0.575957352197798	0.944299319265476	0.363059702793746	0.538967761401245	-5.67109283870037	"Unchanged"	19	10	17.01	23.01	17.01	30.12	14.52	15	22.01	10
"14335"	"TRINITY_DN18675_c0_g1"	0.0861012033600741	0.922782605027931	0.386960656937988	0.705346849104347	0.818635202039368	-6.3821610189394	"Unchanged"	49.97	52.87	60.51	41.65	39.92	60.42	61.51	42.14	42.87	40.6
"14336"	"TRINITY_DN18675_c0_g2"	-0.574367905180037	0.403258820333232	-1.90716394592031	0.079937417035694	0.195780891745539	-4.67428799370146	"Unchanged"	75.66	37.52	48.92	30.01	33.35	22.67	19.63	16.04	45.25	35.08
"14337"	"TRINITY_DN18675_c0_g3"	0.210322070225928	1.35264456590361	0.634027970602889	0.537587484534349	0.694219631304	-6.35177736933605	"Unchanged"	53	73	119	71	30	66	69	90	62	61
"14338"	"TRINITY_DN18676_c0_g1"	0.777513948529873	-0.103106534043378	2.03959006098596	0.0632964764663403	0.166891385395709	-4.36754810108061	"Unchanged"	25.41	25.27	13.1	17.22	16.38	40.57	38.25	25.07	15.89	38.88
"14339"	"TRINITY_DN18678_c0_g1"	-1.63882171891869	-1.08876949663616	-3.90454661615188	0.00197277969114846	0.015728288172529	-1.11185871233069	"Down-regulated"	20.54	22.65	19.42	17.31	34.34	2.21	2.13	12.58	6.39	9.6
"14340"	"TRINITY_DN1868_c0_g1"	0.0908408202511285	4.34495209303416	0.645703840597136	0.530243150467562	0.687960956179976	-6.96914848492851	"Unchanged"	484	550	580	426	510	594	368	458	834	533
"14341"	"TRINITY_DN18681_c0_g1"	-0.455474961369058	-0.532543263448737	-0.685362572137467	0.505730627719233	0.667170748793175	-5.87822276685942	"Unchanged"	29.42	10	16	61	20	17.38	36	19	20	1
"14342"	"TRINITY_DN18682_c0_g1"	0.439496222528718	3.80663378409031	4.08334344391421	0.00142132878318942	0.0126016912051506	-1.44521245693513	"Unchanged"	281.75	288.72	300	355	324.64	460	375	402	461	406.79
"14343"	"TRINITY_DN18682_c1_g1"	-0.213929272093132	1.89181452545442	-1.17926362696305	0.260432870533486	0.433081820431164	-5.98581939762171	"Unchanged"	103	83	115	90	134	115	67	63	105	99
"14344"	"TRINITY_DN18682_c2_g1"	0.697891566550335	-0.381040957432724	2.28231259225502	0.0408569603808226	0.123795105132542	-3.92623599284098	"Unchanged"	18.85	22.36	14.84	15.16	12.16	30.39	22.35	19.31	17.69	29.38
"14345"	"TRINITY_DN18683_c0_g1"	-1.12721183005194	-0.527845683806525	-2.87089284356411	0.0136708639961971	0.0582051046682716	-2.89226404513967	"Unchanged"	40	22	24	26	27	3	12	13	15	18
"14346"	"TRINITY_DN18685_c0_g1"	-1.42942513384151	-0.252216731310349	-5.07880812104157	0.000245156301398699	0.00381691976690485	0.790238065673246	"Down-regulated"	36.19	33.46	47.05	32.52	36.45	7.28	13.29	9.88	23.92	8.52
"14347"	"TRINITY_DN18688_c0_g1"	-0.0103623513492736	5.49138902087747	-0.132356504171239	0.896826597482353	0.940548019477999	-7.32776691729288	"Unchanged"	1361.78	1109.84	1215.71	972.34	1236.04	1193.86	1018.47	1184.6	1457.05	939.28
"14348"	"TRINITY_DN18688_c3_g1"	0.537283964304428	-1.33367884184708	1.21089748676896	0.248516547169661	0.41957787273263	-5.18538991444208	"Unchanged"	7.3	9.04	14.19	4.48	15.71	17.99	4.23	5.98	18.03	14
"14349"	"TRINITY_DN1869_c0_g1"	-0.234869913988652	5.58868113684182	-2.80591223420015	0.0154477112750288	0.0633341315489752	-4.07002997845361	"Unchanged"	1274.29	1308.7	1403.75	1425.3	1353.31	1305.15	1021.53	1133.75	1263.03	987.18
"14350"	"TRINITY_DN1869_c1_g1"	-0.070594833587172	2.43360114315959	-0.320408819961014	0.753995425021798	0.851815942793956	-6.75620751218082	"Unchanged"	95.18	154.31	168.22	184.73	139.08	185.55	82.55	134.88	170.12	119.04
"14351"	"TRINITY_DN18692_c0_g1"	-0.561636641565662	2.45420889807983	-2.5317033823014	0.025798158716408	0.0902537267711641	-4.06011956810213	"Unchanged"	188	157	167	115	248	139	90	150	86	130
"14352"	"TRINITY_DN18693_c0_g1"	0.896741924919433	0.743226313948446	3.59294253302211	0.00351686483866325	0.0231423261354117	-1.81358003614247	"Unchanged"	26.26	40.09	37.63	37.43	26.79	61.45	59.03	66.23	72.75	31.87
"14353"	"TRINITY_DN18693_c0_g2"	0.568720275120036	3.33299288826788	3.65217289483884	0.0031490624969172	0.021473151779348	-2.16581917623461	"Unchanged"	193	214	202	252	209	364	329	358	346	210
"14354"	"TRINITY_DN18693_c0_g3"	0.71882682847903	5.62302262572741	2.20859632475204	0.0467218660338355	0.135791126181123	-5.13532078440463	"Unchanged"	1034.75	1091.07	575.65	975.78	1481.71	1382.69	1769.75	2040.55	907.78	2518.78
"14355"	"TRINITY_DN18693_c1_g1"	0.578069779310519	4.5004703436154	3.6764172811864	0.00301005871806673	0.0208301578667103	-2.31052038426068	"Unchanged"	455.65	460.59	473.98	628.59	396.26	801.84	763.35	739.95	804.69	487.25
"14356"	"TRINITY_DN18694_c0_g1"	-0.240810476219613	2.29979174263621	-0.818020869758504	0.428790219197268	0.60044602111293	-6.43198036034187	"Unchanged"	276.68	143.84	142.58	67.37	130.67	119.51	90.34	134.29	192.35	71.08
"14357"	"TRINITY_DN18695_c1_g1"	0.352193477779683	0.534024860070975	1.36204865591258	0.197421835296434	0.360452497947013	-5.46570323069823	"Unchanged"	31	30	31	43	39	54	46	45	43	21
"14358"	"TRINITY_DN18695_c2_g1"	-1.5388924238316	1.04966393865781	-5.60184089693097	0.000102646857147036	0.00218592642859939	1.59606400175132	"Down-regulated"	111	88	112	48	117	20	21	33	40	39
"14359"	"TRINITY_DN18695_c3_g1"	-0.11161611792846	2.79276177989313	-0.337480294244696	0.741401098831221	0.843340155156247	-6.82960070205577	"Unchanged"	164.24	276.59	162.89	197.15	147.33	137.63	142.05	116.95	160.74	407.86
"14360"	"TRINITY_DN18695_c4_g1"	-1.03468524794197	0.744502624002523	-3.97614754710993	0.00172940369716201	0.0144149745050356	-1.1241606453277	"Down-regulated"	76.6	70.02	79.72	31.04	68.69	25.97	24.84	33.95	27.01	31.39
"14361"	"TRINITY_DN18696_c0_g1"	0.291773901858489	1.72519303525772	1.37879684636816	0.192330823302928	0.35403273397042	-5.70920975002277	"Unchanged"	105.34	70.64	76.58	66.4	73.41	62.9	96.82	97.8	99.97	119.9
"14362"	"TRINITY_DN18697_c0_g1"	0.332462920330442	3.00609284207133	1.70057002493266	0.113955885144213	0.248677730010701	-5.54481212441609	"Unchanged"	267.47	138.69	227.66	108.56	221.18	220.37	223.34	192.99	309.64	234.22
"14363"	"TRINITY_DN18697_c0_g2"	0.550245993509731	-1.04797434593033	1.31356845699984	0.212785313579584	0.37838367176326	-5.15080881699727	"Unchanged"	14.36	19.03	8.87	5.69	11.85	10.07	12.29	6.85	30.82	15.6
"14364"	"TRINITY_DN18698_c0_g1"	3.64477097468775	-1.9996311322395	4.74222826614078	0.000437915938857276	0.00561308685702621	-0.145127333811481	"Up-regulated"	5	0	0	2	11	11	26	32	29	15
"14365"	"TRINITY_DN187_c0_g1"	0.145746031559956	5.44983657957001	1.31212792660542	0.213256300054414	0.378869830961574	-6.46568229997391	"Unchanged"	1144.24	859.12	1293.32	865.4	1294.84	1170.34	891.68	1220.68	1433.01	1253.72
"14366"	"TRINITY_DN187_c0_g2"	-0.0168346639661129	0.576050989732943	-0.0688175036126119	0.946232591717968	0.96921971130363	-6.3791562435299	"Unchanged"	31.73	40.57	39.26	39.23	49.47	33.77	43.71	45.11	29.33	32.81
"14367"	"TRINITY_DN187_c0_g3"	-0.0318174988120351	4.20821014895282	-0.40008657531457	0.695901845279126	0.811945204378868	-7.08129713006072	"Unchanged"	517.74	467.16	504.08	416.28	498.19	452.24	436.5	451.34	572.96	457.13
"14368"	"TRINITY_DN187_c0_g4"	0.697713238961412	4.69110497610458	5.27063677468605	0.000177357478934965	0.00307647960937537	0.563685484074387	"Unchanged"	555	525.33	456	594	486	819	873	934	783.98	833
"14369"	"TRINITY_DN1870_c0_g1"	-0.743746052137237	6.04893021399227	-8.05006090187448	2.85596600438954e-06	0.000260289713376292	4.73432950256555	"Unchanged"	2430.49	2085	2291.65	1786.04	2600.08	1478.01	1178.18	1437.46	1316.86	1151.56
"14370"	"TRINITY_DN1870_c0_g2"	-0.229340372589202	4.27110716794812	-1.86048114318828	0.0866996222630275	0.206804387514218	-5.53760570488786	"Unchanged"	679.95	528.87	501.42	425.62	568.95	452.08	482.74	424.79	476.03	473.37
"14371"	"TRINITY_DN1870_c1_g1"	0.150261118577607	-0.210329766599005	0.432029360117542	0.673140013611466	0.795855644324158	-6.10817659493547	"Unchanged"	17.02	18.18	43.18	11.08	34.84	21.05	19.2	22.68	37.63	12.99
"14372"	"TRINITY_DN1870_c2_g1"	-0.0100664904158472	0.776685859192803	-0.021714876265984	0.983021045574049	0.98999127681716	-6.42683506218734	"Unchanged"	66.2	48.05	34.79	19.26	82.38	12.57	44.51	56.59	69.17	59.82
"14373"	"TRINITY_DN1870_c2_g2"	-0.157860370513541	4.59310953692148	-1.39368027392649	0.187898138297796	0.348459411076557	-6.25749879697268	"Unchanged"	618.95	487.55	747.75	690.58	794.63	664.54	514.04	578.33	679.51	522.07
"14374"	"TRINITY_DN1870_c2_g3"	-0.463397048371187	3.83493853831803	-3.8845121440375	0.00204699036567082	0.0161316172462516	-1.81801720755576	"Unchanged"	441.52	419.31	431.61	410.81	461.19	308.82	217.76	310.97	490.07	282.75
"14375"	"TRINITY_DN1870_c2_g4"	-0.156554628172554	4.89176110373172	-1.38955064042499	0.189119484375965	0.350151290744819	-6.30359890897801	"Unchanged"	757	644	841	901	940	828	605.64	633	879	699
"14376"	"TRINITY_DN1870_c3_g1"	-1.65135783222168	4.28897941263582	-7.69606616951141	4.57318325856909e-06	0.000336760568669785	4.41297722174822	"Down-regulated"	896.01	603	1238.77	844.58	1043.66	323.44	157	243.66	521	273
