"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Expression"	"10L1brain"	"10L2brain"	"10L3brain"	"10L4brain"	"10L5brain"	"22L1brain"	"22L2brain"	"22L3brain"	"22L4brain"	"22L5brain"
"101"	"TRINITY_DN1004_c0_g2"	0.557444919933206	8.39883145420155	7.66836816218871	6.37955663873523e-06	0.000509003340350708	3.82763504258831	"Unchanged"	7451.78	7335.15	7197.85	7648.12	7653.19	13707.57	10963.25	11087.08	12106.73	9601.6
"102"	"TRINITY_DN10040_c0_g1"	0.383343639452274	2.33232830773606	2.53277641217172	0.0265614779216359	0.0974454598408763	-4.00874639948461	"Unchanged"	135.66	118.88	127.79	100.24	119.32	141.52	136.45	131.43	177.97	199.79
"103"	"TRINITY_DN10040_c0_g2"	0.649806334004867	-1.08758131038016	1.93116784575172	0.0778198504954819	0.200020382974814	-4.26202205854613	"Unchanged"	9.34	17.12	10.21	10.14	10.79	20.48	9.55	10.57	14.99	17.19
"104"	"TRINITY_DN10040_c1_g1"	-0.372025868363633	-0.241302787511401	-0.771194849915524	0.455748002576106	0.632463704715162	-5.83607589007439	"Unchanged"	48.95	13	68.97	26	13.93	18	12.97	13	28.82	22.89
"105"	"TRINITY_DN10040_c3_g1"	0.00833244691153375	0.908324582223124	0.035259630630453	0.972461794771274	0.985943540094315	-6.40800808666288	"Unchanged"	63	58.03	53	30.01	66	54	27	64.01	75.04	37
"106"	"TRINITY_DN10041_c0_g1"	-0.394427664742934	5.17613010057301	-2.83592375176912	0.0152209151408159	0.0675066509324812	-3.94765296250453	"Unchanged"	1010	972	1560	909	1318	886	588	845	1196	816
"107"	"TRINITY_DN100416_c0_g1"	-2.03831880226252	-2.17923345757532	-3.19657685522939	0.00782647607971274	0.0434194902289828	-2.55431536502882	"Down-regulated"	15	16	11	13	13	4	0	3	7	1
"108"	"TRINITY_DN10042_c0_g1"	-0.0263127369491249	5.0361220475587	-0.240358199549419	0.814175040640384	0.894588283124823	-7.20692816502816	"Unchanged"	960.19	698.99	1118.47	807.06	987.48	889.66	658.9	824.01	1140.74	907
"109"	"TRINITY_DN10042_c0_g2"	0.486853929140288	-0.367165732668336	1.72444599498621	0.110680918260452	0.252356298486816	-4.74517063792609	"Unchanged"	20.13	24.51	23.94	8.75	22.36	22.21	15.52	19.86	32.01	27.71
"110"	"TRINITY_DN10042_c6_g1"	0.097080612763991	2.03542343398006	0.710059778903174	0.491453381331896	0.663718147048629	-6.41067137121427	"Unchanged"	129.65	106.08	105.35	91.85	110.87	98.39	102.07	107.74	133.61	127.7
"111"	"TRINITY_DN10042_c7_g1"	-0.0452021163956862	2.50117314646304	-0.307335859920769	0.763940959621412	0.862663405760207	-6.72898816189077	"Unchanged"	199.96	127.23	135.62	129.51	202.83	147.04	133.2	147.43	196.25	132.37
